category,description,parent_key
process,cellular response to mechanical stimulus,BE0000048
process,cytosolic calcium ion homeostasis,BE0000048
process,fibrinolysis,BE0000048
process,leukocyte migration,BE0000048
process,multicellular organismal development,BE0000048
process,negative regulation of astrocyte differentiation,BE0000048
process,negative regulation of fibrinolysis,BE0000048
process,negative regulation of platelet activation,BE0000048
process,negative regulation of proteolysis,BE0000048
process,peptidyl-glutamic acid carboxylation,BE0000048
process,platelet activation,BE0000048
process,positive regulation of blood coagulation,BE0000048
process,positive regulation of cell growth,BE0000048
process,positive regulation of cell proliferation,BE0000048
process,positive regulation of collagen biosynthetic process,BE0000048
process,positive regulation of phosphatidylinositol 3-kinase signaling,BE0000048
process,positive regulation of phospholipase C-activating G-protein coupled receptor signaling pathway,BE0000048
process,positive regulation of protein phosphorylation,BE0000048
process,positive regulation of reactive oxygen species metabolic process,BE0000048
process,positive regulation of release of sequestered calcium ion into cytosol,BE0000048
process,post-translational protein modification,BE0000048
process,proteolysis,BE0000048
process,regulation of blood coagulation,BE0000048
process,regulation of cell shape,BE0000048
process,regulation of gene expression,BE0000048
process,response to inactivity,BE0000048
process,response to wounding,BE0000048
component,endoplasmic reticulum,BE0000380
component,endoplasmic reticulum lumen,BE0000380
component,extracellular region,BE0000380
component,extracellular space,BE0000380
component,Golgi apparatus,BE0000380
component,Golgi lumen,BE0000380
function,calcium ion binding,BE0000380
function,serine-type endopeptidase activity,BE0000380
process,blood coagulation,BE0000380
process,cellular protein metabolic process,BE0000380
process,leukocyte migration,BE0000380
process,negative regulation of apoptotic process,BE0000380
process,negative regulation of blood coagulation,BE0000380
process,negative regulation of coagulation,BE0000380
process,negative regulation of inflammatory response,BE0000380
process,peptidyl-glutamic acid carboxylation,BE0000380
process,positive regulation of establishment of endothelial barrier,BE0000380
process,post-translational protein modification,BE0000380
process,proteolysis,BE0000380
component,cell surface,BE0001183
component,cytoplasm,BE0001183
component,cytosol,BE0001183
component,cytosolic proteasome complex,BE0001183
component,extracellular space,BE0001183
component,mitochondrion,BE0001183
component,nucleoplasm,BE0001183
component,nucleus,BE0001183
component,peroxisomal matrix,BE0001183
component,peroxisome,BE0001183
component,plasma membrane,BE0001183
function,ATP binding,BE0001183
function,ATPase activity,BE0001183
function,beta-amyloid binding,BE0001183
function,beta-endorphin binding,BE0001183
function,glycoprotein binding,BE0001183
function,insulin binding,BE0001183
function,metalloendopeptidase activity,BE0001183
function,peptide binding,BE0001183
function,protein homodimerization activity,BE0001183
function,receptor binding,BE0001183
function,ubiquitin binding,BE0001183
function,virus receptor activity,BE0001183
function,zinc ion binding,BE0001183
process,beta-amyloid metabolic process,BE0001183
process,bradykinin catabolic process,BE0001183
process,determination of adult lifespan,BE0001183
process,hormone catabolic process,BE0001183
process,insulin catabolic process,BE0001183
process,insulin metabolic process,BE0001183
process,insulin receptor signaling pathway,BE0001183
process,negative regulation of proteolysis,BE0001183
process,positive regulation of protein oligomerization,BE0001183
process,protein heterooligomerization,BE0001183
process,protein homooligomerization,BE0001183
process,protein homotetramerization,BE0001183
process,protein processing,BE0001183
process,proteolysis,BE0001183
process,proteolysis involved in cellular protein catabolic process,BE0001183
process,ubiquitin homeostasis,BE0001183
component,dendrite,BE0002124
component,extracellular space,BE0002124
component,membrane,BE0002124
component,perikaryon,BE0002124
component,secretory granule lumen,BE0002124
component,transport vesicle,BE0002124
function,serine-type endopeptidase activity,BE0002124
process,cellular protein metabolic process,BE0002124
process,enkephalin processing,BE0002124
process,insulin processing,BE0002124
process,islet amyloid polypeptide processing,BE0002124
process,nervous system development,BE0002124
process,protein autoprocessing,BE0002124
process,proteolysis,BE0002124
component,extracellular space,BE0002125
component,Golgi apparatus,BE0002125
component,secretory granule lumen,BE0002125
component,transport vesicle,BE0002125
function,serine-type endopeptidase activity,BE0002125
process,cell-cell signaling,BE0002125
process,cellular protein metabolic process,BE0002125
process,metabolic process,BE0002125
process,peptide biosynthetic process,BE0002125
process,peptide hormone processing,BE0002125
process,proteolysis,BE0002125
process,regulation of insulin secretion,BE0002125
component,cytoplasm,BE0000017
component,endoplasmic reticulum membrane,BE0000017
component,extracellular exosome,BE0000017
component,Golgi apparatus,BE0000017
component,intracellular membrane-bounded organelle,BE0000017
component,nuclear envelope,BE0000017
component,nucleus,BE0000017
component,photoreceptor outer segment,BE0000017
function,dioxygenase activity,BE0000017
function,heme binding,BE0000017
function,lipid binding,BE0000017
function,metal ion binding,BE0000017
function,peroxidase activity,BE0000017
function,prostaglandin-endoperoxide synthase activity,BE0000017
process,aging,BE0000017
process,arachidonic acid metabolic process,BE0000017
process,cyclooxygenase pathway,BE0000017
process,inflammatory response,BE0000017
process,learning,BE0000017
process,lipid metabolic process,BE0000017
process,maintenance of blood-brain barrier,BE0000017
process,memory,BE0000017
process,negative regulation of epinephrine secretion,BE0000017
process,negative regulation of norepinephrine secretion,BE0000017
process,positive regulation of smooth muscle contraction,BE0000017
process,positive regulation of vasoconstriction,BE0000017
process,prostaglandin biosynthetic process,BE0000017
process,regulation of blood pressure,BE0000017
process,regulation of cell proliferation,BE0000017
process,response to corticosterone,BE0000017
process,response to fatty acid,BE0000017
process,response to organonitrogen compound,BE0000017
process,response to oxidative stress,BE0000017
process,sensory perception of pain,BE0000017
process,small molecule metabolic process,BE0000017
process,xenobiotic metabolic process,BE0000017
component,caveola,BE0000262
component,cytoplasm,BE0000262
component,endoplasmic reticulum,BE0000262
component,endoplasmic reticulum lumen,BE0000262
component,endoplasmic reticulum membrane,BE0000262
component,neuron projection,BE0000262
component,nucleus,BE0000262
component,protein complex,BE0000262
function,arachidonate 15-lipoxygenase activity,BE0000262
function,enzyme binding,BE0000262
function,heme binding,BE0000262
function,lipid binding,BE0000262
function,metal ion binding,BE0000262
function,peroxidase activity,BE0000262
function,prostaglandin-endoperoxide synthase activity,BE0000262
process,angiogenesis,BE0000262
process,arachidonic acid metabolic process,BE0000262
process,bone mineralization,BE0000262
process,brown fat cell differentiation,BE0000262
process,cellular response to ATP,BE0000262
process,cellular response to fluid shear stress,BE0000262
process,cellular response to hypoxia,BE0000262
process,cellular response to mechanical stimulus,BE0000262
process,cellular response to UV,BE0000262
process,cyclooxygenase pathway,BE0000262
process,decidualization,BE0000262
process,embryo implantation,BE0000262
process,hair cycle,BE0000262
process,inflammatory response,BE0000262
process,learning,BE0000262
process,lipoxygenase pathway,BE0000262
process,maintenance of blood-brain barrier,BE0000262
process,memory,BE0000262
process,movement of cell or subcellular component,BE0000262
process,NAD metabolic process,BE0000262
process,negative regulation of calcium ion transport,BE0000262
process,negative regulation of cell cycle,BE0000262
process,negative regulation of cell proliferation,BE0000262
process,negative regulation of smooth muscle contraction,BE0000262
process,"negative regulation of synaptic transmission, dopaminergic",BE0000262
process,nicotinamide metabolic process,BE0000262
process,ovulation,BE0000262
process,positive regulation of apoptotic process,BE0000262
process,positive regulation of brown fat cell differentiation,BE0000262
process,positive regulation of cell migration involved in sprouting angiogenesis,BE0000262
process,positive regulation of fever generation,BE0000262
process,positive regulation of fibroblast growth factor production,BE0000262
process,positive regulation of NF-kappaB import into nucleus,BE0000262
process,positive regulation of nitric oxide biosynthetic process,BE0000262
process,positive regulation of platelet-derived growth factor production,BE0000262
process,positive regulation of prostaglandin biosynthetic process,BE0000262
process,positive regulation of smooth muscle cell proliferation,BE0000262
process,positive regulation of smooth muscle contraction,BE0000262
process,positive regulation of synaptic plasticity,BE0000262
process,"positive regulation of synaptic transmission, glutamatergic",BE0000262
process,positive regulation of transforming growth factor beta production,BE0000262
process,positive regulation of vascular endothelial growth factor production,BE0000262
process,positive regulation of vasoconstriction,BE0000262
process,prostaglandin biosynthetic process,BE0000262
process,prostaglandin metabolic process,BE0000262
process,regulation of blood pressure,BE0000262
process,regulation of inflammatory response,BE0000262
process,response to drug,BE0000262
process,response to estradiol,BE0000262
process,response to fatty acid,BE0000262
process,response to fructose,BE0000262
process,response to glucocorticoid,BE0000262
process,response to lipopolysaccharide,BE0000262
process,response to lithium ion,BE0000262
process,response to manganese ion,BE0000262
process,response to oxidative stress,BE0000262
process,response to tumor necrosis factor,BE0000262
process,response to vitamin D,BE0000262
process,sensory perception of pain,BE0000262
process,small molecule metabolic process,BE0000262
process,vitamin metabolic process,BE0000262
process,water-soluble vitamin metabolic process,BE0000262
component,cytoplasm,BE0000657
component,cytoplasmic membrane-bounded vesicle,BE0000657
component,cytosol,BE0000657
component,endoplasmic reticulum membrane,BE0000657
component,Golgi apparatus,BE0000657
component,mitochondrial inner membrane,BE0000657
function,calcium ion binding,BE0000657
function,calcium-dependent phospholipase A2 activity,BE0000657
function,calcium-dependent phospholipid binding,BE0000657
function,lysophospholipase activity,BE0000657
function,phospholipase A2 activity,BE0000657
process,arachidonic acid metabolic process,BE0000657
process,arachidonic acid secretion,BE0000657
process,blood coagulation,BE0000657
process,cardiolipin acyl-chain remodeling,BE0000657
process,cellular response to antibiotic,BE0000657
process,glycerophospholipid biosynthetic process,BE0000657
process,icosanoid biosynthetic process,BE0000657
process,icosanoid metabolic process,BE0000657
process,phosphatidic acid biosynthetic process,BE0000657
process,phosphatidylcholine acyl-chain remodeling,BE0000657
process,phosphatidylethanolamine acyl-chain remodeling,BE0000657
process,phosphatidylglycerol acyl-chain remodeling,BE0000657
process,phosphatidylinositol acyl-chain remodeling,BE0000657
process,phosphatidylserine acyl-chain remodeling,BE0000657
process,phospholipid catabolic process,BE0000657
process,phospholipid metabolic process,BE0000657
process,platelet activating factor biosynthetic process,BE0000657
process,platelet activation,BE0000657
process,regulation of cell proliferation,BE0000657
process,small molecule metabolic process,BE0000657
component,cytoplasm,BE0002638
component,endoplasmic reticulum membrane,BE0002638
component,integral component of membrane,BE0002638
component,intracellular membrane-bounded organelle,BE0002638
function,albendazole monooxygenase activity,BE0002638
function,aromatase activity,BE0002638
function,caffeine oxidase activity,BE0002638
function,enzyme binding,BE0002638
function,heme binding,BE0002638
function,iron ion binding,BE0002638
function,monooxygenase activity,BE0002638
function,oxidoreductase activity,BE0002638
function,oxygen binding,BE0002638
function,quinine 3-monooxygenase activity,BE0002638
function,steroid binding,BE0002638
function,steroid hydroxylase activity,BE0002638
function,taurochenodeoxycholate 6alpha-hydroxylase activity,BE0002638
function,testosterone 6-beta-hydroxylase activity,BE0002638
function,vitamin D 24-hydroxylase activity,BE0002638
function,vitamin D3 25-hydroxylase activity,BE0002638
process,alkaloid catabolic process,BE0002638
process,androgen metabolic process,BE0002638
process,calcitriol biosynthetic process from calciol,BE0002638
process,drug catabolic process,BE0002638
process,drug metabolic process,BE0002638
process,exogenous drug catabolic process,BE0002638
process,heterocycle metabolic process,BE0002638
process,lipid metabolic process,BE0002638
process,monoterpenoid metabolic process,BE0002638
process,oxidation-reduction process,BE0002638
process,oxidative demethylation,BE0002638
process,small molecule metabolic process,BE0002638
process,steroid catabolic process,BE0002638
process,steroid metabolic process,BE0002638
process,vitamin D metabolic process,BE0002638
process,xenobiotic metabolic process,BE0002638
component,cytosol,BE0002204
component,extracellular space,BE0002204
component,peroxisome,BE0002204
component,sarcoplasmic reticulum,BE0002204
function,"2 iron, 2 sulfur cluster binding",BE0002204
function,electron carrier activity,BE0002204
function,flavin adenine dinucleotide binding,BE0002204
function,iron ion binding,BE0002204
function,molybdopterin cofactor binding,BE0002204
function,"oxidoreductase activity, acting on CH-OH group of donors",BE0002204
function,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",BE0002204
function,protein homodimerization activity,BE0002204
function,xanthine dehydrogenase activity,BE0002204
function,xanthine oxidase activity,BE0002204
process,activation of cysteine-type endopeptidase activity involved in apoptotic process,BE0002204
process,lactation,BE0002204
process,negative regulation of endothelial cell differentiation,BE0002204
process,negative regulation of endothelial cell proliferation,BE0002204
process,negative regulation of gene expression,BE0002204
process,negative regulation of protein kinase B signaling,BE0002204
process,negative regulation of protein phosphorylation,BE0002204
process,negative regulation of vascular endothelial growth factor signaling pathway,BE0002204
process,negative regulation of vasculogenesis,BE0002204
process,nucleobase-containing small molecule metabolic process,BE0002204
process,positive regulation of p38MAPK cascade,BE0002204
process,positive regulation of reactive oxygen species metabolic process,BE0002204
process,purine nucleobase metabolic process,BE0002204
process,purine nucleotide catabolic process,BE0002204
process,small molecule metabolic process,BE0002204
process,xanthine catabolic process,BE0002204
component,cytoplasm,BE0003533
component,endoplasmic reticulum membrane,BE0003533
component,Golgi membrane,BE0003533
component,intracellular membrane-bounded organelle,BE0003533
component,intrinsic component of endoplasmic reticulum membrane,BE0003533
component,mitochondrion,BE0003533
function,arachidonic acid epoxygenase activity,BE0003533
function,enzyme binding,BE0003533
function,heme binding,BE0003533
function,iron ion binding,BE0003533
function,monooxygenase activity,BE0003533
function,oxidoreductase activity,BE0003533
function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",BE0003533
function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",BE0003533
function,oxygen binding,BE0003533
function,steroid hydroxylase activity,BE0003533
process,drug metabolic process,BE0003533
process,epoxygenase P450 pathway,BE0003533
process,exogenous drug catabolic process,BE0003533
process,heterocycle metabolic process,BE0003533
process,monoterpenoid metabolic process,BE0003533
process,oxidation-reduction process,BE0003533
process,response to ethanol,BE0003533
process,response to organonitrogen compound,BE0003533
process,response to ozone,BE0003533
process,small molecule metabolic process,BE0003533
process,steroid metabolic process,BE0003533
process,triglyceride metabolic process,BE0003533
process,xenobiotic metabolic process,BE0003533
component,mitochondrial inner membrane,BE0000549
component,mitochondrial matrix,BE0000549
function,cholestanetriol 26-monooxygenase activity,BE0000549
function,cholesterol 26-hydroxylase activity,BE0000549
function,heme binding,BE0000549
function,iron ion binding,BE0000549
function,steroid hydroxylase activity,BE0000549
function,vitamin D3 25-hydroxylase activity,BE0000549
process,bile acid biosynthetic process,BE0000549
process,bile acid metabolic process,BE0000549
process,cholesterol metabolic process,BE0000549
process,small molecule metabolic process,BE0000549
process,sterol metabolic process,BE0000549
process,xenobiotic metabolic process,BE0000549
component,axon terminus,BE0002240
component,cytoplasm,BE0002240
component,cytosol,BE0002240
component,extracellular exosome,BE0002240
component,glial cell projection,BE0002240
component,mitochondrion,BE0002240
component,myelin sheath,BE0002240
component,nucleus,BE0002240
component,perikaryon,BE0002240
component,protein complex,BE0002240
component,rough endoplasmic reticulum,BE0002240
function,ATP binding,BE0002240
function,glutamate binding,BE0002240
function,glutamate decarboxylase activity,BE0002240
function,glutamate-ammonia ligase activity,BE0002240
function,identical protein binding,BE0002240
function,magnesium ion binding,BE0002240
function,manganese ion binding,BE0002240
process,cell proliferation,BE0002240
process,cellular amino acid biosynthetic process,BE0002240
process,cellular nitrogen compound metabolic process,BE0002240
process,cellular response to starvation,BE0002240
process,glutamate catabolic process,BE0002240
process,glutamine biosynthetic process,BE0002240
process,neurotransmitter uptake,BE0002240
process,positive regulation of epithelial cell proliferation,BE0002240
process,positive regulation of insulin secretion,BE0002240
process,"positive regulation of synaptic transmission, glutamatergic",BE0002240
process,protein homooligomerization,BE0002240
process,response to glucose,BE0002240
process,small molecule metabolic process,BE0002240
process,synaptic transmission,BE0002240
component,cytoplasm,BE0003611
component,endoplasmic reticulum membrane,BE0003611
component,intracellular membrane-bounded organelle,BE0003611
function,arachidonic acid epoxygenase activity,BE0003611
function,aromatase activity,BE0003611
function,heme binding,BE0003611
function,iron ion binding,BE0003611
function,monooxygenase activity,BE0003611
function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",BE0003611
function,oxygen binding,BE0003611
function,steroid hydroxylase activity,BE0003611
process,epoxygenase P450 pathway,BE0003611
process,exogenous drug catabolic process,BE0003611
process,oxidation-reduction process,BE0003611
process,small molecule metabolic process,BE0003611
process,xenobiotic metabolic process,BE0003611
component,blood microparticle,BE0002180
component,endoplasmic reticulum lumen,BE0002180
component,extracellular region,BE0002180
component,membrane,BE0002180
component,nuclear envelope lumen,BE0002180
function,acetylcholinesterase activity,BE0002180
function,beta-amyloid binding,BE0002180
function,catalytic activity,BE0002180
function,choline binding,BE0002180
function,cholinesterase activity,BE0002180
function,enzyme binding,BE0002180
function,identical protein binding,BE0002180
process,acetylcholine catabolic process,BE0002180
process,cellular protein metabolic process,BE0002180
process,choline metabolic process,BE0002180
process,cocaine metabolic process,BE0002180
process,learning,BE0002180
process,negative regulation of cell proliferation,BE0002180
process,negative regulation of synaptic transmission,BE0002180
process,neuroblast differentiation,BE0002180
process,response to alkaloid,BE0002180
process,response to drug,BE0002180
process,response to folic acid,BE0002180
process,response to glucocorticoid,BE0002180
process,synaptic transmission,BE0002180
component,apical plasma membrane,BE0000421
component,cytoplasm,BE0000421
component,endoplasmic reticulum membrane,BE0000421
component,extracellular exosome,BE0000421
component,intracellular membrane-bounded organelle,BE0000421
function,alkane 1-monooxygenase activity,BE0000421
function,arachidonic acid epoxygenase activity,BE0000421
function,heme binding,BE0000421
function,iron ion binding,BE0000421
function,leukotriene-B4 20-monooxygenase activity,BE0000421
process,arachidonic acid metabolic process,BE0000421
process,cellular lipid metabolic process,BE0000421
process,epoxygenase P450 pathway,BE0000421
process,fatty acid metabolic process,BE0000421
process,leukotriene B4 catabolic process,BE0000421
process,leukotriene metabolic process,BE0000421
process,long-chain fatty acid metabolic process,BE0000421
process,omega-hydroxylase P450 pathway,BE0000421
process,oxidation-reduction process,BE0000421
process,positive regulation of icosanoid secretion,BE0000421
process,pressure natriuresis,BE0000421
process,renal water homeostasis,BE0000421
process,small molecule metabolic process,BE0000421
process,sodium ion homeostasis,BE0000421
process,xenobiotic metabolic process,BE0000421
component,endoplasmic reticulum membrane,BE0002362
component,intracellular membrane-bounded organelle,BE0002362
function,aromatase activity,BE0002362
function,heme binding,BE0002362
function,iron ion binding,BE0002362
function,monooxygenase activity,BE0002362
function,oxidoreductase activity,BE0002362
function,oxygen binding,BE0002362
process,alkaloid catabolic process,BE0002362
process,drug catabolic process,BE0002362
process,oxidative demethylation,BE0002362
process,small molecule metabolic process,BE0002362
process,steroid metabolic process,BE0002362
process,xenobiotic metabolic process,BE0002362
component,cytoplasm,BE0003536
component,endoplasmic reticulum membrane,BE0003536
component,intracellular membrane-bounded organelle,BE0003536
function,(R)-limonene 6-monooxygenase activity,BE0003536
function,(S)-limonene 6-monooxygenase activity,BE0003536
function,(S)-limonene 7-monooxygenase activity,BE0003536
function,arachidonic acid epoxygenase activity,BE0003536
function,enzyme binding,BE0003536
function,heme binding,BE0003536
function,iron ion binding,BE0003536
function,monooxygenase activity,BE0003536
function,oxidoreductase activity,BE0003536
function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",BE0003536
function,oxygen binding,BE0003536
function,steroid hydroxylase activity,BE0003536
process,arachidonic acid metabolic process,BE0003536
process,drug metabolic process,BE0003536
process,epoxygenase P450 pathway,BE0003536
process,exogenous drug catabolic process,BE0003536
process,heterocycle metabolic process,BE0003536
process,monoterpenoid metabolic process,BE0003536
process,omega-hydroxylase P450 pathway,BE0003536
process,oxidation-reduction process,BE0003536
process,small molecule metabolic process,BE0003536
process,steroid metabolic process,BE0003536
process,xenobiotic metabolic process,BE0003536
component,cytoplasm,BE0002148
component,membrane,BE0002148
component,nucleus,BE0002148
function,serine-type endopeptidase activity,BE0002148
function,serine-type exopeptidase activity,BE0002148
function,serine-type peptidase activity,BE0002148
process,proteolysis,BE0002148
component,mitochondrial matrix,BE0000456
function,ATP binding,BE0000456
function,"cob(I)yrinic acid a,c-diamide adenosyltransferase activity",BE0000456
process,cobalamin biosynthetic process,BE0000456
process,cobalamin metabolic process,BE0000456
process,small molecule metabolic process,BE0000456
process,vitamin metabolic process,BE0000456
process,water-soluble vitamin metabolic process,BE0000456
function,adenosylcobinamide kinase activity,BE0002668
function,ATP binding,BE0002668
function,cobinamide phosphate guanylyltransferase activity,BE0002668
function,GTP binding,BE0002668
process,cobalamin biosynthetic process,BE0002668
process,cofactor biosynthetic process,BE0002668
