text,parent_key
Na(+)/K(+) ATPase alpha-2 subunit,BE0005034
Sodium pump subunit alpha-2,BE0005034
3.6.3.9,BE0005047
Na(+)/K(+) ATPase alpha-3 subunit,BE0005047
Na(+)/K(+) ATPase alpha(III) subunit,BE0005047
Sodium pump subunit alpha-3,BE0005047
hOCT1,BE0003648
OCT1,BE0003648
Organic cation transporter 1,BE0003648
PC-TP,BE0000935
StAR-related lipid transfer protein 2,BE0000935
STARD2,BE0000935
START domain-containing protein 2,BE0000935
HCNPpp,BE0001179
Neuropolypeptide h3,BE0001179
PBP,BE0001179
PEBP,BE0001179
PEBP-1,BE0001179
Prostatic-binding protein,BE0001179
Raf kinase inhibitor protein,BE0001179
RKIP,BE0001179
CAB27,BE0008690
Calbindin D28,BE0008690
D-28K,BE0008690
"Vitamin D-dependent calcium-binding protein, avian-type",BE0008690
CABP,BE0004083
CABP9K,BE0004083
CALB3,BE0004083
Calbindin-D9k,BE0004083
S100 calcium-binding protein G,BE0004083
S100D,BE0004083
"Vitamin D-dependent calcium-binding protein, intestinal",BE0004083
Beta-2-microglobulin form pI 5.3,BE0003777
3.4.21.-,BE0000994
GIG12,BE0000994
Growth-inhibiting protein 12,BE0000994
Lactoferrin,BE0000994
LF,BE0000994
Talalactoferrin,BE0000994
Alpha-1-fetoprotein,BE0009358
Alpha-fetoglobulin,BE0009358
1.1.1.-,BE0000438
3-alpha-HSD1,BE0000438
3-alpha-hydroxysteroid dehydrogenase type I,BE0000438
CDR,BE0000438
CHDR,BE0000438
Chlordecone reductase,BE0000438
DD-4,BE0000438
DD4,BE0000438
Dihydrodiol dehydrogenase 4,BE0000438
HAKRA,BE0000438
1.-.-.-,BE0000592
17-beta-HSD 5,BE0000592
17-beta-hydroxysteroid dehydrogenase type 5,BE0000592
3-alpha-HSD type 2,BE0000592
"3-alpha-HSD type II, brain",BE0000592
3-alpha-hydroxysteroid dehydrogenase type 2,BE0000592
Chlordecone reductase homolog HAKRb,BE0000592
DD-3,BE0000592
DD3,BE0000592
DDH1,BE0000592
Dihydrodiol dehydrogenase 3,BE0000592
Dihydrodiol dehydrogenase type I,BE0000592
HA1753,BE0000592
HSD17B5,BE0000592
Indanol dehydrogenase,BE0000592
KIAA0119,BE0000592
PGFS,BE0000592
Prostaglandin F synthase,BE0000592
Testosterone 17-beta-dehydrogenase 5,BE0000592
"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",BE0000592
1.-.-.-,BE0000622
3-alpha-HSD3,BE0000622
Chlordecone reductase homolog HAKRD,BE0000622
DD-2,BE0000622
DD/BABP,BE0000622
DD2,BE0000622
DDH2,BE0000622
Dihydrodiol dehydrogenase 2,BE0000622
Dihydrodiol dehydrogenase/bile acid-binding protein,BE0000622
"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",BE0000622
Type III 3-alpha-hydroxysteroid dehydrogenase,BE0000622
GP3A,BE0001155
GPIIIa,BE0001155
Platelet membrane glycoprotein IIIa,BE0001155
Calregulin,BE0002109
CRP55,BE0002109
CRTC,BE0002109
Endoplasmic reticulum resident protein 60,BE0002109
ERp60,BE0002109
grp60,BE0002109
HACBP,BE0002109
AAT,BE0000952
Alpha-1 protease inhibitor,BE0000952
Alpha-1-antiproteinase,BE0000952
PI,BE0000952
Serpin A1,BE0000952
