resource,identifier,parent_key
UniProtKB,P30968,BE0000203
UniProt Accession,GNRHR_HUMAN,BE0000203
HUGO Gene Nomenclature Committee (HGNC),HGNC:5433,BE0000385
GenAtlas,IFNAR2,BE0000385
GenBank Gene Database,L42243,BE0000385
GenBank Protein Database,995300,BE0000385
UniProtKB,P48551,BE0000385
UniProt Accession,INAR2_HUMAN,BE0000385
HUGO Gene Nomenclature Committee (HGNC),HGNC:5432,BE0000661
GenAtlas,IFNAR1,BE0000661
GenBank Gene Database,J03171,BE0000661
GenBank Protein Database,306914,BE0000661
Guide to Pharmacology,1723,BE0000661
UniProtKB,P17181,BE0000661
UniProt Accession,INAR1_HUMAN,BE0000661
HUGO Gene Nomenclature Committee (HGNC),HGNC:9071,BE0000211
GenAtlas,PLG,BE0000211
GenBank Gene Database,X05199,BE0000211
GenBank Protein Database,387026,BE0000211
Guide to Pharmacology,2394,BE0000211
UniProtKB,P00747,BE0000211
UniProt Accession,PLMN_HUMAN,BE0000211
HUGO Gene Nomenclature Committee (HGNC),HGNC:3661,BE0000538
GenAtlas,FGA,BE0000538
GenBank Gene Database,AF361104,BE0000538
GenBank Protein Database,13591824,BE0000538
UniProtKB,P02671,BE0000538
UniProt Accession,FIBA_HUMAN,BE0000538
HUGO Gene Nomenclature Committee (HGNC),HGNC:9053,BE0000717
GenAtlas,PLAUR,BE0000717
GenBank Gene Database,X51675,BE0000717
GenBank Protein Database,37605,BE0000717
UniProtKB,Q03405,BE0000717
UniProt Accession,UPAR_HUMAN,BE0000717
HUGO Gene Nomenclature Committee (HGNC),HGNC:8583,BE0000240
GenAtlas,SERPINE1,BE0000240
GenBank Gene Database,X04429,BE0000240
GenBank Protein Database,35272,BE0000240
UniProtKB,P05121,BE0000240
UniProt Accession,PAI1_HUMAN,BE0000240
HUGO Gene Nomenclature Committee (HGNC),HGNC:4266,BE0000625
GenAtlas,GHRHR,BE0000625
GenBank Gene Database,L01406,BE0000625
GenBank Protein Database,183173,BE0000625
IUPHAR,247,BE0000625
UniProtKB,Q02643,BE0000625
UniProt Accession,GHRHR_HUMAN,BE0000625
HUGO Gene Nomenclature Committee (HGNC),HGNC:3416,BE0000654
GenAtlas,EPOR,BE0000654
GenBank Gene Database,M60459,BE0000654
GenBank Protein Database,182245,BE0000654
Guide to Pharmacology,1718,BE0000654
UniProtKB,P19235,BE0000654
UniProt Accession,EPOR_HUMAN,BE0000654
HUGO Gene Nomenclature Committee (HGNC),HGNC:8584,BE0000969
GenAtlas,SERPINB2,BE0000969
GenBank Gene Database,J02685,BE0000969
GenBank Protein Database,189545,BE0000969
UniProtKB,P05120,BE0000969
UniProt Accession,PAI2_HUMAN,BE0000969
HUGO Gene Nomenclature Committee (HGNC),HGNC:8723,BE0002112
GenAtlas,SERPINA5,BE0002112
GenBank Gene Database,J02639,BE0002112
GenBank Protein Database,180550,BE0002112
UniProtKB,P05154,BE0002112
UniProt Accession,IPSP_HUMAN,BE0002112
HUGO Gene Nomenclature Committee (HGNC),HGNC:6694,BE0000942
GenAtlas,LRP2,BE0000942
GenBank Gene Database,U33837,BE0000942
GenBank Protein Database,1809240,BE0000942
UniProtKB,P98164,BE0000942
UniProt Accession,LRP2_HUMAN,BE0000942
HUGO Gene Nomenclature Committee (HGNC),HGNC:11344,BE0001656
GenAtlas,ST14,BE0001656
GenBank Gene Database,AF118224,BE0001656
GenBank Protein Database,6647302,BE0001656
Guide to Pharmacology,2418,BE0001656
UniProtKB,Q9Y5Y6,BE0001656
UniProt Accession,ST14_HUMAN,BE0001656
HUGO Gene Nomenclature Committee (HGNC),HGNC:7821,BE0002113
GenAtlas,NID1,BE0002113
GenBank Gene Database,M30269,BE0002113
GenBank Protein Database,189209,BE0002113
UniProtKB,P14543,BE0002113
UniProt Accession,NID1_HUMAN,BE0002113
HUGO Gene Nomenclature Committee (HGNC),HGNC:6585,BE0000134
GenAtlas,LHCGR,BE0000134
GenBank Gene Database,M73746,BE0000134
GenBank Protein Database,903746,BE0000134
IUPHAR,254,BE0000134
Guide to Pharmacology,254,BE0000134
UniProtKB,P22888,BE0000134
UniProt Accession,LSHR_HUMAN,BE0000134
HUGO Gene Nomenclature Committee (HGNC),HGNC:1440,BE0000431
GenAtlas,CALCR,BE0000431
GenBank Gene Database,L00587,BE0000431
GenBank Protein Database,179880,BE0000431
IUPHAR,43,BE0000431
Guide to Pharmacology,43,BE0000431
UniProtKB,P30988,BE0000431
UniProt Accession,CALCR_HUMAN,BE0000431
HUGO Gene Nomenclature Committee (HGNC),HGNC:2439,BE0000793
GenAtlas,CSF3R,BE0000793
GenBank Gene Database,X55721,BE0000793
GenBank Protein Database,31697,BE0000793
UniProtKB,Q99062,BE0000793
UniProt Accession,CSF3R_HUMAN,BE0000793
HUGO Gene Nomenclature Committee (HGNC),HGNC:2435,BE0000628
GenAtlas,CSF2RA,BE0000628
GenBank Gene Database,X17648,BE0000628
GenBank Protein Database,32089,BE0000628
Guide to Pharmacology,1707,BE0000628
UniProtKB,P15509,BE0000628
UniProt Accession,CSF2R_HUMAN,BE0000628
HUGO Gene Nomenclature Committee (HGNC),HGNC:6012,BE0001036
GenAtlas,IL3RA,BE0001036
GenBank Gene Database,M74782,BE0001036
GenBank Protein Database,186331,BE0001036
UniProtKB,P26951,BE0001036
UniProt Accession,IL3RA_HUMAN,BE0001036
HUGO Gene Nomenclature Committee (HGNC),HGNC:2436,BE0002115
GenAtlas,CSF2RB,BE0002115
GenBank Gene Database,M59941,BE0002115
GenBank Protein Database,487425,BE0002115
UniProtKB,P32927,BE0002115
UniProt Accession,IL3RB_HUMAN,BE0002115
HUGO Gene Nomenclature Committee (HGNC),HGNC:10659,BE0002116
GenAtlas,SDC2,BE0002116
GenBank Gene Database,J04621,BE0002116
GenBank Protein Database,386787,BE0002116
UniProtKB,P34741,BE0002116
UniProt Accession,SDC2_HUMAN,BE0002116
HUGO Gene Nomenclature Committee (HGNC),HGNC:9362,BE0002114
GenAtlas,PRG2,BE0002114
GenBank Gene Database,Y00809,BE0002114
GenBank Protein Database,34476,BE0002114
UniProtKB,P13727,BE0002114
UniProt Accession,PRG2_HUMAN,BE0002114
HUGO Gene Nomenclature Committee (HGNC),HGNC:12373,BE0000490
GenAtlas,TSHR,BE0000490
GenBank Gene Database,M73747,BE0000490
GenBank Protein Database,903760,BE0000490
IUPHAR,255,BE0000490
UniProtKB,P16473,BE0000490
UniProt Accession,TSHR_HUMAN,BE0000490
HUGO Gene Nomenclature Committee (HGNC),HGNC:3528,BE0000216
GenAtlas,F10,BE0000216
GenBank Gene Database,K03194,BE0000216
GenBank Protein Database,182841,BE0000216
Guide to Pharmacology,2359,BE0000216
UniProtKB,P00742,BE0000216
UniProt Accession,FA10_HUMAN,BE0000216
HUGO Gene Nomenclature Committee (HGNC),HGNC:3551,BE0000364
GenAtlas,F9,BE0000364
GenBank Gene Database,K02402,BE0000364
GenBank Protein Database,182609,BE0000364
Guide to Pharmacology,2364,BE0000364
UniProtKB,P00740,BE0000364
UniProt Accession,FA9_HUMAN,BE0000364
HUGO Gene Nomenclature Committee (HGNC),HGNC:12726,BE0001043
GenAtlas,VWF,BE0001043
GenBank Gene Database,X04385,BE0001043
GenBank Protein Database,37947,BE0001043
UniProtKB,P04275,BE0001043
UniProt Accession,VWF_HUMAN,BE0001043
HUGO Gene Nomenclature Committee (HGNC),HGNC:8940,BE0002117
GenAtlas,PHYH,BE0002117
GenBank Gene Database,AF023462,BE0002117
GenBank Protein Database,2564671,BE0002117
UniProtKB,O14832,BE0002117
UniProt Accession,PAHX_HUMAN,BE0002117
HUGO Gene Nomenclature Committee (HGNC),HGNC:743,BE0002118
GenAtlas,ASGR2,BE0002118
GenBank Gene Database,M11025,BE0002118
GenBank Protein Database,179081,BE0002118
UniProtKB,P07307,BE0002118
UniProt Accession,ASGR2_HUMAN,BE0002118
HUGO Gene Nomenclature Committee (HGNC),HGNC:5238,BE0001098
GenAtlas,HSPA5,BE0001098
GenBank Gene Database,M19645,BE0001098
GenBank Protein Database,386758,BE0001098
UniProtKB,P11021,BE0001098
UniProt Accession,GRP78_HUMAN,BE0001098
HUGO Gene Nomenclature Committee (HGNC),HGNC:1455,BE0002109
GenAtlas,CALR,BE0002109
GenBank Gene Database,M32294,BE0002109
GenBank Protein Database,337487,BE0002109
UniProtKB,P27797,BE0002109
UniProt Accession,CALR_HUMAN,BE0002109
HUGO Gene Nomenclature Committee (HGNC),HGNC:1473,BE0001011
GenAtlas,CANX,BE0001011
GenBank Gene Database,L10284,BE0001011
GenBank Protein Database,186523,BE0001011
UniProtKB,P27824,BE0001011
UniProt Accession,CALX_HUMAN,BE0001011
HUGO Gene Nomenclature Committee (HGNC),HGNC:6631,BE0002119
GenAtlas,LMAN1,BE0002119
GenBank Gene Database,X71661,BE0002119
GenBank Protein Database,433938,BE0002119
UniProtKB,P49257,BE0002119
UniProt Accession,LMAN1_HUMAN,BE0002119
HUGO Gene Nomenclature Committee (HGNC),HGNC:6692,BE0002110
GenAtlas,LRP1,BE0002110
GenBank Gene Database,X13916,BE0002110
GenBank Protein Database,34339,BE0002110
UniProtKB,Q07954,BE0002110
UniProt Accession,LRP1_HUMAN,BE0002110
HUGO Gene Nomenclature Committee (HGNC),HGNC:18451,BE0002120
GenAtlas,MCFD2,BE0002120
GenBank Gene Database,AF475284,BE0002120
GenBank Protein Database,20799383,BE0002120
UniProtKB,Q8NI22,BE0002120
UniProt Accession,MCFD2_HUMAN,BE0002120
HUGO Gene Nomenclature Committee (HGNC),HGNC:5993,BE0000565
GenAtlas,IL1R1,BE0000565
GenBank Gene Database,X16896,BE0000565
GenBank Protein Database,33801,BE0000565
UniProtKB,P14778,BE0000565
UniProt Accession,IL1R1_HUMAN,BE0000565
HUGO Gene Nomenclature Committee (HGNC),HGNC:3614,BE0004684
UniProtKB,Q92637,BE0004684
UniProt Accession,FCGRB_HUMAN,BE0004684
HUGO Gene Nomenclature Committee (HGNC),HGNC:1318,BE0003455
GenAtlas,C3,BE0003455
GenBank Gene Database,AY513239,BE0003455
UniProtKB,P01024,BE0003455
UniProt Accession,CO3_HUMAN,BE0003455
HUGO Gene Nomenclature Committee (HGNC),HGNC:1323,BE0004685
UniProtKB,P0C0L4,BE0004685
UniProt Accession,CO4A_HUMAN,BE0004685
HUGO Gene Nomenclature Committee (HGNC),HGNC:1324,BE0004686
UniProtKB,P0C0L5,BE0004686
UniProt Accession,CO4B_HUMAN,BE0004686
HUGO Gene Nomenclature Committee (HGNC),HGNC:1331,BE0000855
GenAtlas,C5,BE0000855
GenBank Gene Database,M57729,BE0000855
GenBank Protein Database,179983,BE0000855
UniProtKB,P01031,BE0000855
UniProt Accession,CO5_HUMAN,BE0000855
HUGO Gene Nomenclature Committee (HGNC),HGNC:6091,BE0000033
GenAtlas,INSR,BE0000033
GenBank Gene Database,M10051,BE0000033
GenBank Protein Database,307070,BE0000033
Guide to Pharmacology,1800,BE0000033
UniProtKB,P06213,BE0000033
UniProt Accession,INSR_HUMAN,BE0000033
HUGO Gene Nomenclature Committee (HGNC),HGNC:5465,BE0000858
GenAtlas,IGF1R,BE0000858
GenBank Gene Database,X04434,BE0000858
GenBank Protein Database,804990,BE0000858
Guide to Pharmacology,1801,BE0000858
UniProtKB,P08069,BE0000858
UniProt Accession,IGF1R_HUMAN,BE0000858
HUGO Gene Nomenclature Committee (HGNC),HGNC:9884,BE0002123
GenAtlas,RB1,BE0002123
GenBank Gene Database,M15400,BE0002123
GenBank Protein Database,190959,BE0002123
UniProtKB,P06400,BE0002123
UniProt Accession,RB_HUMAN,BE0002123
HUGO Gene Nomenclature Committee (HGNC),HGNC:2303,BE0001123
GenAtlas,CPE,BE0001123
GenBank Gene Database,X51405,BE0001123
GenBank Protein Database,29667,BE0001123
UniProtKB,P16870,BE0001123
UniProt Accession,CBPE_HUMAN,BE0001123
HUGO Gene Nomenclature Committee (HGNC),HGNC:11891,BE0002104
GenAtlas,CLEC3B,BE0002104
GenBank Gene Database,X64559,BE0002104
GenBank Protein Database,37409,BE0002104
UniProtKB,P05452,BE0002104
UniProt Accession,TETN_HUMAN,BE0002104
HUGO Gene Nomenclature Committee (HGNC),HGNC:6446,BE0002105
GenAtlas,KRT8,BE0002105
GenBank Gene Database,M34482,BE0002105
GenBank Protein Database,181573,BE0002105
UniProtKB,P05787,BE0002105
UniProt Accession,K2C8_HUMAN,BE0002105
HUGO Gene Nomenclature Committee (HGNC),HGNC:537,BE0001170
GenAtlas,ANXA2,BE0001170
GenBank Gene Database,D00017,BE0001170
GenBank Protein Database,219910,BE0001170
UniProtKB,P07355,BE0001170
UniProt Accession,ANXA2_HUMAN,BE0001170
HUGO Gene Nomenclature Committee (HGNC),HGNC:3969,BE0000387
GenAtlas,FSHR,BE0000387
GenBank Gene Database,M65085,BE0000387
GenBank Protein Database,182771,BE0000387
IUPHAR,253,BE0000387
Guide to Pharmacology,253,BE0000387
UniProtKB,P23945,BE0000387
UniProt Accession,FSHR_HUMAN,BE0000387
HUGO Gene Nomenclature Committee (HGNC),HGNC:5439,BE0000711
GenAtlas,IFNGR1,BE0000711
GenBank Gene Database,J03143,BE0000711
GenBank Protein Database,306915,BE0000711
UniProtKB,P15260,BE0000711
UniProt Accession,INGR1_HUMAN,BE0000711
HUGO Gene Nomenclature Committee (HGNC),HGNC:5440,BE0000467
GenAtlas,IFNGR2,BE0000467
GenBank Gene Database,U05875,BE0000467
GenBank Protein Database,463550,BE0000467
UniProtKB,P38484,BE0000467
UniProt Accession,INGR2_HUMAN,BE0000467
HUGO Gene Nomenclature Committee (HGNC),HGNC:897,BE0000293
GenAtlas,AVPR2,BE0000293
GenBank Gene Database,U04357,BE0000293
GenBank Protein Database,28418,BE0000293
IUPHAR,368,BE0000293
Guide to Pharmacology,368,BE0000293
UniProtKB,P30518,BE0000293
UniProt Accession,V2R_HUMAN,BE0000293
HUGO Gene Nomenclature Committee (HGNC),HGNC:895,BE0000165
GenAtlas,AVPR1A,BE0000165
GenBank Gene Database,L25615,BE0000165
GenBank Protein Database,667068,BE0000165
IUPHAR,366,BE0000165
Guide to Pharmacology,366,BE0000165
UniProtKB,P37288,BE0000165
UniProt Accession,V1AR_HUMAN,BE0000165
HUGO Gene Nomenclature Committee (HGNC),HGNC:896,BE0000773
GenAtlas,AVPR1B,BE0000773
GenBank Gene Database,D31833,BE0000773
GenBank Protein Database,563982,BE0000773
IUPHAR,367,BE0000773
Guide to Pharmacology,367,BE0000773
UniProtKB,P47901,BE0000773
UniProt Accession,V1BR_HUMAN,BE0000773
HUGO Gene Nomenclature Committee (HGNC),HGNC:11760,BE0000967
GenAtlas,TFPI,BE0000967
GenBank Gene Database,J03225,BE0000967
GenBank Protein Database,180546,BE0000967
UniProtKB,P10646,BE0000967
UniProt Accession,TFPI1_HUMAN,BE0000967
HUGO Gene Nomenclature Committee (HGNC),HGNC:4247,BE0000403
GenAtlas,GGCX,BE0000403
GenBank Gene Database,M81592,BE0000403
GenBank Protein Database,184028,BE0000403
UniProtKB,P38435,BE0000403
UniProt Accession,VKGC_HUMAN,BE0000403
HUGO Gene Nomenclature Committee (HGNC),HGNC:3544,BE0000333
GenAtlas,F7,BE0000333
GenBank Gene Database,M13232,BE0000333
GenBank Protein Database,182801,BE0000333
Guide to Pharmacology,2363,BE0000333
UniProtKB,P08709,BE0000333
UniProt Accession,FA7_HUMAN,BE0000333
HUGO Gene Nomenclature Committee (HGNC),HGNC:3541,BE0001178
GenAtlas,F3,BE0001178
GenBank Gene Database,M16553,BE0001178
GenBank Protein Database,339504,BE0001178
UniProtKB,P13726,BE0001178
UniProt Accession,TF_HUMAN,BE0001178
HUGO Gene Nomenclature Committee (HGNC),HGNC:5967,BE0000416
GenAtlas,IL11RA,BE0000416
GenBank Gene Database,Z38102,BE0000416
GenBank Protein Database,995654,BE0000416
UniProtKB,Q14626,BE0000416
UniProt Accession,I11RA_HUMAN,BE0000416
HUGO Gene Nomenclature Committee (HGNC),HGNC:3689,BE0000748
GenAtlas,FGFR2,BE0000748
GenBank Gene Database,X52832,BE0000748
GenBank Protein Database,31374,BE0000748
Guide to Pharmacology,1809,BE0000748
UniProtKB,P21802,BE0000748
UniProt Accession,FGFR2_HUMAN,BE0000748
HUGO Gene Nomenclature Committee (HGNC),HGNC:8004,BE0002129
GenAtlas,NRP1,BE0002129
GenBank Gene Database,AF018956,BE0002129
GenBank Protein Database,2407641,BE0002129
UniProtKB,O14786,BE0002129
UniProt Accession,NRP1_HUMAN,BE0002129
HUGO Gene Nomenclature Committee (HGNC),HGNC:3688,BE0002131
GenAtlas,FGFR1,BE0002131
GenBank Gene Database,X51803,BE0002131
GenBank Protein Database,31368,BE0002131
Guide to Pharmacology,1808,BE0002131
UniProtKB,P11362,BE0002131
UniProt Accession,FGFR1_HUMAN,BE0002131
HUGO Gene Nomenclature Committee (HGNC),HGNC:3691,BE0001203
GenAtlas,FGFR4,BE0001203
GenBank Gene Database,X57205,BE0001203
GenBank Protein Database,31372,BE0001203
Guide to Pharmacology,1811,BE0001203
UniProtKB,P22455,BE0001203
UniProt Accession,FGFR4_HUMAN,BE0001203
HUGO Gene Nomenclature Committee (HGNC),HGNC:3690,BE0002133
GenAtlas,FGFR3,BE0002133
GenBank Gene Database,M58051,BE0002133
GenBank Protein Database,182569,BE0002133
Guide to Pharmacology,1810,BE0002133
UniProtKB,P22607,BE0002133
UniProt Accession,FGFR3_HUMAN,BE0002133
HUGO Gene Nomenclature Committee (HGNC),HGNC:5273,BE0001031
GenAtlas,HSPG2,BE0001031
GenBank Gene Database,X62515,BE0001031
GenBank Protein Database,29470,BE0001031
UniProtKB,P98160,BE0001031
UniProt Accession,PGBM_HUMAN,BE0001031
HUGO Gene Nomenclature Committee (HGNC),HGNC:4192,BE0000527
GenAtlas,GCGR,BE0000527
GenBank Gene Database,U03469,BE0000527
GenBank Protein Database,439690,BE0000527
IUPHAR,251,BE0000527
Guide to Pharmacology,251,BE0000527
UniProtKB,P47871,BE0000527
UniProt Accession,GLR_HUMAN,BE0000527
HUGO Gene Nomenclature Committee (HGNC),HGNC:4325,BE0002134
GenAtlas,GLP2R,BE0002134
GenBank Gene Database,AF105367,BE0002134
GenBank Protein Database,4324491,BE0002134
IUPHAR,250,BE0002134
Guide to Pharmacology,250,BE0002134
UniProtKB,O95838,BE0002134
UniProt Accession,GLP2R_HUMAN,BE0002134
HUGO Gene Nomenclature Committee (HGNC),HGNC:4324,BE0000857
GenAtlas,GLP1R,BE0000857
GenBank Gene Database,U01104,BE0000857
GenBank Protein Database,405082,BE0000857
IUPHAR,249,BE0000857
Guide to Pharmacology,249,BE0000857
UniProtKB,P43220,BE0000857
UniProt Accession,GLP1R_HUMAN,BE0000857
HUGO Gene Nomenclature Committee (HGNC),HGNC:12643,BE0002137
GenAtlas,VAMP2,BE0002137
GenBank Gene Database,M36205,BE0002137
GenBank Protein Database,338632,BE0002137
UniProtKB,P63027,BE0002137
UniProt Accession,VAMP2_HUMAN,BE0002137
HUGO Gene Nomenclature Committee (HGNC),HGNC:12642,BE0002136
GenAtlas,VAMP1,BE0002136
GenBank Gene Database,M36200,BE0002136
GenBank Protein Database,338625,BE0002136
UniProtKB,P23763,BE0002136
UniProt Accession,VAMP1_HUMAN,BE0002136
HUGO Gene Nomenclature Committee (HGNC),HGNC:11510,BE0002138
GenAtlas,SYT2,BE0002138
GenBank Gene Database,AK090672,BE0002138
GenBank Protein Database,21748879,BE0002138
UniProtKB,Q8N9I0,BE0002138
UniProt Accession,SYT2_HUMAN,BE0002138
HUGO Gene Nomenclature Committee (HGNC),HGNC:3609,BE0000015
GenAtlas,FCER1A,BE0000015
GenBank Gene Database,X06948,BE0000015
GenBank Protein Database,31318,BE0000015
UniProtKB,P12319,BE0000015
UniProt Accession,FCERA_HUMAN,BE0000015
HUGO Gene Nomenclature Committee (HGNC),HGNC:7316,BE0002139
GenAtlas,MS4A2,BE0002139
GenBank Gene Database,D10583,BE0002139
GenBank Protein Database,219882,BE0002139
UniProtKB,Q01362,BE0002139
UniProt Accession,FCERB_HUMAN,BE0002139
HUGO Gene Nomenclature Committee (HGNC),HGNC:11848,BE0001164
GenAtlas,TLR2,BE0001164
GenBank Gene Database,AF051152,BE0001164
GenBank Protein Database,3132528,BE0001164
UniProtKB,O60603,BE0001164
UniProt Accession,TLR2_HUMAN,BE0001164
HUGO Gene Nomenclature Committee (HGNC),HGNC:2197,BE0000025
GenAtlas,COL1A1,BE0000025
GenBank Gene Database,Z74615,BE0000025
GenBank Protein Database,1418928,BE0000025
UniProtKB,P02452,BE0000025
UniProt Accession,CO1A1_HUMAN,BE0000025
HUGO Gene Nomenclature Committee (HGNC),HGNC:2200,BE0002140
GenAtlas,COL2A1,BE0002140
GenBank Gene Database,X16468,BE0002140
GenBank Protein Database,29516,BE0002140
UniProtKB,P02458,BE0002140
UniProt Accession,CO2A1_HUMAN,BE0002140
HUGO Gene Nomenclature Committee (HGNC),HGNC:2201,BE0002130
GenAtlas,COL3A1,BE0002130
GenBank Gene Database,X14420,BE0002130
GenBank Protein Database,30058,BE0002130
UniProtKB,P02461,BE0002130
UniProt Accession,CO3A1_HUMAN,BE0002130
HUGO Gene Nomenclature Committee (HGNC),HGNC:2198,BE0002141
GenAtlas,COL1A2,BE0002141
GenBank Gene Database,J03464,BE0002141
GenBank Protein Database,179596,BE0002141
UniProtKB,P08123,BE0002141
UniProt Accession,CO1A2_HUMAN,BE0002141
HUGO Gene Nomenclature Committee (HGNC),HGNC:4263,BE0000075
GenAtlas,GHR,BE0000075
GenBank Gene Database,X06562,BE0000075
GenBank Protein Database,31738,BE0000075
UniProtKB,P10912,BE0000075
UniProt Accession,GHR_HUMAN,BE0000075
HUGO Gene Nomenclature Committee (HGNC),HGNC:9446,BE0000345
GenAtlas,PRLR,BE0000345
GenBank Gene Database,M31661,BE0000345
GenBank Protein Database,190362,BE0000345
UniProtKB,P16471,BE0000345
UniProt Accession,PRLR_HUMAN,BE0000345
HUGO Gene Nomenclature Committee (HGNC),HGNC:6156,BE0001155
GenAtlas,ITGB3,BE0001155
GenBank Gene Database,J02703,BE0001155
GenBank Protein Database,306786,BE0001155
UniProtKB,P05106,BE0001155
UniProt Accession,ITB3_HUMAN,BE0001155
HUGO Gene Nomenclature Committee (HGNC),HGNC:6138,BE0000439
GenAtlas,ITGA2B,BE0000439
GenBank Gene Database,J02764,BE0000439
GenBank Protein Database,190068,BE0000439
UniProtKB,P08514,BE0000439
UniProt Accession,ITA2B_HUMAN,BE0000439
HUGO Gene Nomenclature Committee (HGNC),HGNC:12724,BE0001068
GenAtlas,VTN,BE0001068
GenBank Gene Database,X03168,BE0001068
GenBank Protein Database,36575,BE0001068
