identifier,name,parent_key
PF00962,A_deaminase,BE0000352
PF00156,Pribosyltran,BE0000115
PF02219,MTHFR,BE0002176
PF02773,S-AdoMet_synt_C,BE0000304
PF02772,S-AdoMet_synt_M,BE0000304
PF00438,S-AdoMet_synt_N,BE0000304
PF01641,SelR,BE0000432
PF02773,S-AdoMet_synt_C,BE0000407
PF02772,S-AdoMet_synt_M,BE0000407
PF00438,S-AdoMet_synt_N,BE0000407
PF01641,SelR,BE0000288
PF01625,PMSR,BE0000170
PF00458,WHEP-TRS,BE0000543
PF00043,GST_C,BE0000543
PF09334,tRNA-synt_1g,BE0000543
PF09334,tRNA-synt_1g,BE0002248
PF04321,RmlD_sub_bind,BE0002178
PF02574,S-methyl_trans,BE0002249
PF00067,p450,BE0002250
PF01127,Sdh_cyt,BE0002257
PF00890,FAD_binding_2,BE0000176
PF02910,Succ_DH_flav_C,BE0000176
PF08442,ATP-grasp_2,BE0000355
PF00549,Ligase_CoA,BE0000355
PF03171,2OG-FeII_Oxy,BE0009980
PF08336,P4Ha_N,BE0009980
PF03171,2OG-FeII_Oxy,BE0002195
PF13640,2OG-FeII_Oxy_3,BE0002202
PF07719,TPR_2,BE0002206
PF13640,2OG-FeII_Oxy_3,BE0002206
PF13640,2OG-FeII_Oxy_3,BE0002208
PF01144,CoA_trans,BE0002256
PF05279,Asp-B-Hydro_N,BE0000528
PF05118,Asp_Arg_Hydrox,BE0000528
PF13174,TPR_6,BE0000528
PF13181,TPR_8,BE0000528
PF01593,Amino_oxidase,BE0002198
PF00043,GST_C,BE0002189
PF02798,GST_N,BE0002189
PF00043,GST_C,BE0002281
PF02798,GST_N,BE0002281
PF01571,GCV_T,BE0000010
PF08669,GCV_T_C,BE0000010
PF02347,GDC-P,BE0000618
PF01212,Beta_elim_lyase,BE0000618
PF07992,Pyr_redox_2,BE0000737
PF02852,Pyr_redox_dim,BE0000737
PF01597,GCV_H,BE0002302
PF00067,p450,BE0000443
PF03301,Trp_dioxygenase,BE0003532
PF00282,Pyridoxal_deC,BE0002151
PF00579,tRNA-synt_1b,BE0001343
PF00579,tRNA-synt_1b,BE0002311
PF00351,Biopterin_H,BE0000121
PF00351,Biopterin_H,BE0000080
PF00458,WHEP-TRS,BE0000228
PF00579,tRNA-synt_1b,BE0000228
PF01231,IDO,BE0000693
PF00067,p450,BE0004673
PF04265,TPK_B1_binding,BE0000157
PF04263,TPK_catalytic,BE0000157
PF01150,GDA1_CD39,BE0009876
PF01928,CYTH,BE0009877
PF00067,p450,BE0000524
PF00834,Ribul_P_3_epim,BE0009671
PF00067,p450,BE0003537
PF00111,Fer2,BE0003539
PF01315,Ald_Xan_dh_C,BE0003539
PF02738,Ald_Xan_dh_C2,BE0003539
PF01799,Fer2_2,BE0003539
PF03450,CO_deh_flav_C,BE0003539
PF00941,FAD_binding_5,BE0003539
PF08240,ADH_N,BE0003545
PF00107,ADH_zinc_N,BE0003545
PF00248,Aldo_ket_red,BE0004352
PF08240,ADH_N,BE0000227
PF00107,ADH_zinc_N,BE0000227
PF08240,ADH_N,BE0000400
PF00107,ADH_zinc_N,BE0000400
PF08240,ADH_N,BE0000360
PF00107,ADH_zinc_N,BE0000360
PF08240,ADH_N,BE0000009
PF00107,ADH_zinc_N,BE0000009
PF08240,ADH_N,BE0000522
PF00107,ADH_zinc_N,BE0000522
PF07722,Peptidase_C26,BE0000265
PF00186,DHFR_1,BE0000330
PF08264,Anticodon_1,BE0000223
PF00133,tRNA-synt_1,BE0000223
PF00043,GST_C,BE0000223
PF01039,Carboxyl_trans,BE0000544
PF01063,Aminotran_4,BE0000517
PF00067,p450,BE0003480
PF00043,GST_C,BE0000814
PF02798,GST_N,BE0000814
PF00043,GST_C,BE0000815
PF13417,GST_N_3,BE0000815
PF00043,GST_C,BE0000810
PF02798,GST_N,BE0000810
PF03074,GCS,BE0000166
PF02525,Flavodoxin_2,BE0001184
PF01126,Heme_oxygenase,BE0000735
PF00080,Sod_Cu,BE0002390
PF00067,p450,BE0003543
PF08543,Phos_pyr_kin,BE0000042
PF13344,Hydrolase_6,BE0000278
PF00245,Alk_phosphatase,BE0003546
PF00667,FAD_binding_1,BE0002364
PF00258,Flavodoxin_1,BE0002364
PF00175,NAD_binding_1,BE0002364
PF00067,p450,BE0003683
PF00067,p450,BE0002887
PF00067,p450,BE0003336
PF00294,PfkB,BE0003540
PF01619,Pro_dh,BE0002330
PF00201,UDPGT,BE0003541
PF00067,p450,BE0004866
PF00067,p450,BE0003549
PF01477,PLAT,BE0000248
PF00305,Lipoxygenase,BE0000248
PF00067,p450,BE0003534
PF01593,Amino_oxidase,BE0002196
PF00743,FMO-like,BE0003609
PF00201,UDPGT,BE0004696
PF00962,A_deaminase,BE0002214
PF00067,p450,BE0002090
PF00067,p450,BE0003612
PF00201,UDPGT,BE0003677
PF00201,UDPGT,BE0003544
PF00201,UDPGT,BE0004694
PF00201,UDPGT,BE0004695
PF00201,UDPGT,BE0003682
PF00201,UDPGT,BE0003538
PF00201,UDPGT,BE0003678
PF00201,UDPGT,BE0003679
PF00135,COesterase,BE0002705
PF01731,Arylesterase,BE0003562
PF01712,dNK,BE0002804
PF00797,Acetyltransf_2,BE0003608
PF00743,FMO-like,BE0003606
PF00797,Acetyltransf_2,BE0003607
PF00067,p450,BE0000731
PF06441,EHN,BE0009565
PF01596,Methyltransf_3,BE0002089
PF00067,p450,BE0009371
PF00067,p450,BE0009372
PF03051,Peptidase_C1_2,BE0004697
PF00067,p450,BE0003542
PF00201,UDPGT,BE0003681
PF05191,ADK_lid,BE0004477
PF05191,ADK_lid,BE0004780
PF00334,NDK,BE0009626
PF00217,ATP-gua_Ptrans,BE0009627
PF02807,ATP-gua_PtransN,BE0009627
PF00685,Sulfotransfer_1,BE0000927
PF00685,Sulfotransfer_1,BE0004767
PF01425,Amidase,BE0002194
PF00043,GST_C,BE0000807
PF02798,GST_N,BE0000807
PF00201,UDPGT,BE0009343
PF02885,Glycos_trans_3N,BE0002193
PF00591,Glycos_transf_3,BE0002193
PF07831,PYNP_C,BE0002193
PF00156,Pribosyltran,BE0000077
PF00135,COesterase,BE0000426
PF08674,AChE_tetra,BE0000426
PF00067,p450,BE0001052
PF00067,p450,BE0000344
PF00106,adh_short,BE0003074
PF00265,TK,BE0001260
PF00171,Aldedh,BE0000133
PF05724,TPMT,BE0000987
PF00383,dCMP_cyt_deam_1,BE0002443
PF00302,CAT,BE0001542
PF00132,Hexapep,BE0001320
PF07931,CPT,BE0001493
PF00005,ABC_tran,BE0001032
PF00664,ABC_membrane,BE0001032
PF00106,adh_short,BE0000329
PF00248,Aldo_ket_red,BE0000126
PF00248,Aldo_ket_red,BE0000622
PF00248,Aldo_ket_red,BE0000438
PF00128,Alpha-amylase,BE0002639
PF02806,Alpha-amylase_C,BE0002639
PF00201,UDPGT,BE0009758
PF02775,TPP_enzyme_C,BE0002674
PF01558,POR,BE0002674
PF01855,POR_N,BE0002674
PF10371,EKR,BE0002674
PF00797,Acetyltransf_2,BE0004429
PF00043,GST_C,BE0000818
PF02798,GST_N,BE0000818
PF00131,Metallothio,BE0004778
PF00131,Metallothio,BE0004779
PF07992,Pyr_redox_2,BE0000960
PF01180,DHO_dh,BE0000960
PF14691,Fer4_20,BE0000960
PF01048,PNP_UDP_1,BE0002456
PF01048,PNP_UDP_1,BE0002457
PF00303,Thymidylat_synt,BE0000324
PF00156,Pribosyltran,BE0004473
PF00215,OMPdecase,BE0004473
PF00156,Pribosyltran,BE0000374
PF03712,Cu2_monoox_C,BE0000138
PF01082,Cu2_monooxygen,BE0000138
PF03351,DOMON,BE0000138
PF03446,NAD_binding_2,BE0003559
PF00393,6PGD,BE0003559
PF02875,Mur_ligase_C,BE0000700
PF01808,AICARFT_IMPCHas,BE0001240
PF02142,MGS,BE0001240
PF00625,Guanylate_kin,BE0002351
PF00693,Herpes_TK,BE0000514
PF00068,Phospholip_A2_1,BE0001640
PF01179,Cu_amine_oxid,BE0000351
PF02727,Cu_amine_oxidN2,BE0000351
PF02728,Cu_amine_oxidN3,BE0000351
PF01179,Cu_amine_oxid,BE0004667
PF02727,Cu_amine_oxidN2,BE0004667
PF02728,Cu_amine_oxidN3,BE0004667
PF01073,3Beta_HSD,BE0000059
PF00067,p450,BE0004760
PF00067,p450,BE0003550
PF01733,Nucleoside_tran,BE0001204
PF01593,Amino_oxidase,BE0004909
PF00685,Sulfotransfer_1,BE0000886
PF00201,UDPGT,BE0003680
PF00685,Sulfotransfer_1,BE0000951
PF00106,adh_short,BE0000131
PF00135,COesterase,BE0009693
PF00406,ADK,BE0000637
PF00162,PGK,BE0004454
PF00334,NDK,BE0003106
PF00334,NDK,BE0003281
PF01467,CTP_transf_like,BE0000615
PF01467,CTP_transf_like,BE0004773
PF06941,NT5C,BE0004774
PF00685,Sulfotransfer_1,BE0009673
PF00685,Sulfotransfer_1,BE0002561
PF02544,Steroid_dh,BE0004887
PF00248,Aldo_ket_red,BE0003610
PF02544,Steroid_dh,BE0000585
PF01232,Mannitol_dh,BE0002615
PF08125,Mannitol_dh_C,BE0002615
PF00146,NADHdh,BE0000503
PF00905,Transpeptidase,BE0001274
PF00135,COesterase,BE0004712
PF00248,Aldo_ket_red,BE0000592
PF00106,adh_short,BE0004771
PF00693,Herpes_TK,BE0000458
PF00224,PK,BE0009686
PF02887,PK_C,BE0009686
PF00162,PGK,BE0009688
PF08442,ATP-grasp_2,BE0009689
PF00549,Ligase_CoA,BE0009689
PF00821,PEPCK_GTP,BE0009690
PF17297,PEPCK_N,BE0009690
PF00709,Adenylsucc_synt,BE0009692
PF05761,5_nucleotid,BE0000261
PF00067,p450,BE0004764
PF00067,p450,BE0004761
PF01731,Arylesterase,BE0000930
PF08240,ADH_N,BE0000465
PF00107,ADH_zinc_N,BE0000465
PF00248,Aldo_ket_red,BE0009795
PF00106,adh_short,BE0009796
PF00149,Metallophos,BE0001096
PF02872,5_nucleotid_C,BE0001096
PF00383,dCMP_cyt_deam_1,BE0004700
PF00293,NUDIX,BE0009809
PF00571,CBS,BE0000761
PF00478,IMPDH,BE0000761
PF00571,CBS,BE0000722
PF00478,IMPDH,BE0000722
PF01725,Ham1p_like,BE0004443
PF00667,FAD_binding_1,BE0000067
PF00258,Flavodoxin_1,BE0000067
PF00175,NAD_binding_1,BE0000067
PF02898,NO_synthase,BE0000067
PF00595,PDZ,BE0000067
PF00667,FAD_binding_1,BE0000005
PF00258,Flavodoxin_1,BE0000005
PF00175,NAD_binding_1,BE0000005
PF02898,NO_synthase,BE0000005
PF00667,FAD_binding_1,BE0000263
PF00258,Flavodoxin_1,BE0000263
PF00175,NAD_binding_1,BE0000263
PF02898,NO_synthase,BE0000263
PF00346,Complex1_49kDa,BE0000729
PF00329,Complex1_30kDa,BE0000191
PF01058,Oxidored_q6,BE0000307
PF01124,MAPEG,BE0002290
PF03358,FMN_red,BE0000638
PF00067,p450,BE0004729
PF00067,p450,BE0004727
PF00248,Aldo_ket_red,BE0000747
PF02515,CoA_transf_3,BE0009569
PF00144,Beta-lactamase,BE0003894
PF00753,Lactamase_B,BE0001426
PF00891,Methyltransf_2,BE0003553
PF16864,Dimerisation2,BE0003553
PF03662,Glyco_hydro_79n,BE0001064
PF00067,p450,BE0000875
PF00884,Sulfatase,BE0003195
PF07827,KNTase_C,BE0003547
PF01636,APH,BE0003548
PF00930,DPPIV_N,BE0000854
PF00326,Peptidase_S9,BE0000854
PF01712,dNK,BE0003589
PF00144,Beta-lactamase,BE0001482
PF01179,Cu_amine_oxid,BE0001222
PF02727,Cu_amine_oxidN2,BE0001222
PF02728,Cu_amine_oxidN3,BE0001222
PF07833,Cu_amine_oxidN1,BE0001222
PF00194,Carb_anhydrase,BE0000267
PF01244,Peptidase_M19,BE0001148
PF00144,Beta-lactamase,BE0002015
PF00067,p450,BE0009369
PF00106,adh_short,BE0000194
PF00685,Sulfotransfer_1,BE0001264
PF01073,3Beta_HSD,BE0000051
PF05199,GMC_oxred_C,BE0001230
PF00732,GMC_oxred_N,BE0001230
PF00349,Hexokinase_1,BE0001108
PF03727,Hexokinase_2,BE0001108
PF00349,Hexokinase_1,BE0001056
PF03727,Hexokinase_2,BE0001056
PF08840,BAAT_C,BE0002303
PF04775,Bile_Hydr_Trans,BE0002303
PF02775,TPP_enzyme_C,BE0001286
PF00205,TPP_enzyme_M,BE0001286
PF02776,TPP_enzyme_N,BE0001286
PF02775,TPP_enzyme_C,BE0001354
PF00205,TPP_enzyme_M,BE0001354
PF02776,TPP_enzyme_N,BE0001354
PF01243,Pyridox_oxidase,BE0000181
PF10590,PNPOx_C,BE0000181
PF13419,HAD_2,BE0004713
PF02540,NAD_synthase,BE0001332
PF00201,UDPGT,BE0008629
PF00083,Sugar_tr,BE0001066
PF00083,Sugar_tr,BE0003645
PF07648,Kazal_2,BE0003659
PF03137,OATP,BE0003659
PF04075,F420H2_quin_red,BE0009325
PF03098,An_peroxidase,BE0000507
PF00084,Sushi,BE0000507
PF07645,EGF_CA,BE0000507
PF00248,Aldo_ket_red,BE0009802
PF00248,Aldo_ket_red,BE0004353
PF00211,Guanylate_cyc,BE0003578
PF07700,HNOB,BE0003578
PF07701,HNOBA,BE0003578
PF02544,Steroid_dh,BE0000539
PF00175,NAD_binding_1,BE0009560
PF01431,Peptidase_M13,BE0000266
PF05649,Peptidase_M13_N,BE0000266
PF02525,Flavodoxin_2,BE0000220
PF12695,Abhydrolase_5,BE0004387
PF00884,Sulfatase,BE0001197
PF03055,RPE65,BE0009340
PF00330,Aconitase,BE0005210
PF00694,Aconitase_C,BE0005210
PF05089,NAGLU,BE0000391
PF12972,NAGLU_C,BE0000391
PF12971,NAGLU_N,BE0000391
PF01433,Peptidase_M1,BE0001078
PF11838,ERAP1_C,BE0001078
PF02878,PGM_PMM_I,BE0004461
PF02879,PGM_PMM_II,BE0004461
PF02880,PGM_PMM_III,BE0004461
PF00408,PGM_PMM_IV,BE0004461
PF01842,ACT,BE0000753
PF00351,Biopterin_H,BE0000753
PF01186,Lysyl_oxidase,BE0008684
PF00115,COX1,BE0000335
PF02777,Sod_Fe_C,BE0004453
PF00081,Sod_Fe_N,BE0004453
PF00090,TSP_1,BE0004687
PF01562,Pep_M12B_propep,BE0004687
PF01421,Reprolysin,BE0004687
PF05986,ADAM_spacer1,BE0004687
PF00067,p450,BE0004762
PF00067,p450,BE0004763
PF00067,p450,BE0004765
PF00067,p450,BE0004766
PF00781,DAGK_cat,BE0004728
PF01477,PLAT,BE0000683
PF00151,Lipase,BE0000683
PF00450,Peptidase_S10,BE0008657
PF01230,HIT,BE0001473
PF00006,ATP-synt_ab,BE0003841
PF00306,ATP-synt_ab_C,BE0003841
PF02874,ATP-synt_ab_N,BE0003841
PF03982,DAGAT,BE0008719
PF00169,PH,BE0002181
PF00787,PX,BE0002181
PF00614,PLDc,BE0002181
PF13091,PLDc_2,BE0002181
PF00583,Acetyltransf_1,BE0009154
PF01477,PLAT,BE0000309
PF00305,Lipoxygenase,BE0000309
PF08240,ADH_N,BE0001185
PF00107,ADH_zinc_N,BE0001185
PF00171,Aldedh,BE0000152
PF00465,Fe-ADH,BE0008675
PF00837,T4_deiodinase,BE0009854
PF00837,T4_deiodinase,BE0009855
PF00837,T4_deiodinase,BE0009333
PF00685,Sulfotransfer_1,BE0009763
PF07992,Pyr_redox_2,BE0000648
PF02852,Pyr_redox_dim,BE0000648
PF00199,Catalase,BE0001207
PF06628,Catalase-rel,BE0001207
PF00264,Tyrosinase,BE0000252
PF03712,Cu2_monoox_C,BE0002200
PF01082,Cu2_monooxygen,BE0002200
PF01436,NHL,BE0002200
PF00074,RnaseA,BE0001181
PF00377,Prion,BE0001105
PF11587,Prion_bPrPp,BE0001105
PF00255,GSHPx,BE0000816
PF00578,AhpC-TSA,BE0005844
PF10417,1-cysPrx_C,BE0005844
PF08534,Redoxin,BE0000907
PF13460,NAD_binding_10,BE0000595
PF05935,Arylsulfotrans,BE0003785
PF00368,HMG-CoA_red,BE0000574
PF12349,Sterol-sensing,BE0000574
PF01590,GAF,BE0000182
PF00233,PDEase_I,BE0000182
PF00406,ADK,BE0001262
PF00703,Glyco_hydro_2,BE0000972
PF02836,Glyco_hydro_2_C,BE0000972
PF02837,Glyco_hydro_2_N,BE0000972
PF00728,Glyco_hydro_20,BE0001153
PF14845,Glycohydro_20b2,BE0001153
PF00884,Sulfatase,BE0000883
PF00884,Sulfatase,BE0009328
PF01229,Glyco_hydro_39,BE0009329
PF00884,Sulfatase,BE0009330
PF00082,Peptidase_S8,BE0008643
PF05922,Inhibitor_I9,BE0008643
PF00245,Alk_phosphatase,BE0000896
PF13419,HAD_2,BE0004122
PF00113,Enolase_C,BE0009701
PF03952,Enolase_N,BE0009701
PF00113,Enolase_C,BE0009702
PF03952,Enolase_N,BE0009702
PF00113,Enolase_C,BE0009703
PF03952,Enolase_N,BE0009703
PF00113,Enolase_C,BE0009704
PF03952,Enolase_N,BE0009704
PF04768,NAT,BE0002274
PF00173,Cyt-b5,BE0000888
PF00487,FA_desaturase,BE0000888
PF01151,ELO,BE0002247
PF02770,Acyl-CoA_dh_M,BE0004135
PF01756,ACOX,BE0004135
PF14749,Acyl-CoA_ox_N,BE0004135
PF07884,VKOR,BE0000713
PF00092,VWA,BE0009080
PF06668,ITI_HC_C,BE0009080
PF08487,VIT,BE0009080
PF00821,PEPCK_GTP,BE0000906
PF00365,PFK,BE0001818
PF00180,Iso_dh,BE0001251
PF00501,AMP-binding,BE0000350
PF16177,ACAS_N,BE0000350
PF13193,AMP-binding_C,BE0000350
PF00245,Alk_phosphatase,BE0008244
PF03360,Glyco_transf_43,BE0001242
PF00171,Aldedh,BE0000554
PF00581,Rhodanese,BE0004455
PF03062,MBOAT,BE0000105
PF01234,NNMT_PNMT_TEMT,BE0000865
PF00724,Oxidored_FMN,BE0002499
PF00246,Peptidase_M14,BE0003753
PF02244,Propep_M14,BE0003753
PF00117,GATase,BE0004671
PF02786,CPSase_L_D2,BE0004671
PF02142,MGS,BE0004671
PF02787,CPSase_L_D3,BE0004671
PF00988,CPSase_sm_chain,BE0004671
PF00266,Aminotran_5,BE0004605
PF00062,Lys,BE0003751
PF00809,Pterin_bind,BE0000734
PF02310,B12-binding,BE0000734
PF02607,B12-binding_2,BE0000734
PF02965,Met_synt_B12,BE0000734
PF02574,S-methyl_trans,BE0000734
PF00008,EGF,BE0000216
PF00594,Gla,BE0000216
PF00089,Trypsin,BE0000216
PF01151,ELO,BE0009375
PF00173,Cyt-b5,BE0002246
PF00487,FA_desaturase,BE0002246
PF00144,Beta-lactamase,BE0000302
PF07714,Pkinase_Tyr,BE0000511
PF00757,Furin-like,BE0000511
PF01030,Recep_L_domain,BE0000511
PF14843,GF_recep_IV,BE0000511
PF00046,Homeodomain,BE0004865
PF00157,Pou,BE0004865
PF01554,MatE,BE0003657
PF00501,AMP-binding,BE0009868
PF13193,AMP-binding_C,BE0009868
PF00069,Pkinase,BE0009503
PF00171,Aldedh,BE0000600
PF00246,Peptidase_M14,BE0009992
PF02244,Propep_M14,BE0009992
PF00089,Trypsin,BE0001739
PF00089,Trypsin,BE0001529
PF00084,Sushi,BE0001529
PF00431,CUB,BE0001529
PF00089,Trypsin,BE0002093
PF00084,Sushi,BE0002093
PF00431,CUB,BE0002093
PF00090,TSP_1,BE0009336
PF01421,Reprolysin,BE0009336
PF01494,FAD_binding_3,BE0008679
PF00008,EGF,BE0000333
PF00594,Gla,BE0000333
PF00089,Trypsin,BE0000333
PF00394,Cu-oxidase,BE0000016
PF07731,Cu-oxidase_2,BE0000016
PF07732,Cu-oxidase_3,BE0000016
PF00754,F5_F8_type_C,BE0000016
PF00008,EGF,BE0000364
PF00594,Gla,BE0000364
PF00089,Trypsin,BE0000364
PF07732,Cu-oxidase_3,BE0000041
PF00754,F5_F8_type_C,BE0000041
PF09588,YqaJ,BE0003239
PF00394,Cu-oxidase,BE0001140
PF07731,Cu-oxidase_2,BE0001140
PF07732,Cu-oxidase_3,BE0001140
PF06446,Hepcidin,BE0009858
PF00405,Transferrin,BE0000510
PF07731,Cu-oxidase_2,BE0008687
PF07732,Cu-oxidase_3,BE0008687
PF03188,Cytochrom_B561,BE0009859
PF02038,ATP1G1_PLM_MAT8,BE0000229
PF00349,Hexokinase_1,BE0003246
PF03727,Hexokinase_2,BE0003246
PF00217,ATP-gua_Ptrans,BE0000082
PF02807,ATP-gua_PtransN,BE0000082
PF07714,Pkinase_Tyr,BE0000014
PF00017,SH2,BE0000014
PF00018,SH3_1,BE0000014
PF08919,F_actin_bind,BE0000014
PF02823,ATP-synt_DE_N,BE0000484
PF00211,Guanylate_cyc,BE0000269
PF16214,AC_N,BE0000269
PF01591,6PF2K,BE0001073
PF00300,His_Phos_1,BE0001073
PF14572,Pribosyl_synth,BE0009741
PF13793,Pribosyltran_N,BE0009741
PF00689,Cation_ATPase_C,BE0000732
PF00690,Cation_ATPase_N,BE0000732
PF00122,E1-E2_ATPase,BE0000732
PF00068,Phospholip_A2_1,BE0000070
PF01663,Phosphodiest,BE0000457
PF01033,Somatomedin_B,BE0000457
PF01223,Endonuclease_NS,BE0000457
PF01477,PLAT,BE0000239
PF00151,Lipase,BE0000239
PF00128,Alpha-amylase,BE0001671
PF02806,Alpha-amylase_C,BE0001671
PF00246,Peptidase_M14,BE0001123
PF00194,Carb_anhydrase,BE0000322
PF00685,Sulfotransfer_1,BE0009765
PF01702,TGT,BE0001405
PF07714,Pkinase_Tyr,BE0000453
PF00047,ig,BE0000453
PF07714,Pkinase_Tyr,BE0000852
PF07679,I-set,BE0000852
PF01055,Glyco_hydro_31,BE0000876
PF00088,Trefoil,BE0000876
PF13802,Gal_mutarotas_2,BE0000876
PF16863,NtCtMGAM_N,BE0000876
PF01028,Topoisom_I,BE0000971
PF02919,Topoisom_I_N,BE0000971
PF14370,Topo_C_assoc,BE0000971
PF00112,Peptidase_C1,BE0000939
PF08127,Propeptide_C1,BE0000939
PF00112,Peptidase_C1,BE0002135
PF08246,Inhibitor_I29,BE0002135
