identifier,name,parent_key
PF08441,Integrin_alpha2,BE0000516
PF00092,VWA,BE0000516
PF01839,FG-GAP,BE0009967
PF00357,Integrin_alpha,BE0009967
PF08441,Integrin_alpha2,BE0009967
PF00092,VWA,BE0009967
PF07654,C1-set,BE0000598
PF16497,MHC_I_3,BE0000598
PF07654,C1-set,BE0003573
PF00129,MHC_I,BE0003573
PF07686,V-set,BE0000846
PF00047,ig,BE0003488
PF05790,C2-set,BE0003488
PF09191,CD4-extracel,BE0003488
PF12104,Tcell_CD4_C,BE0003488
PF07974,EGF_2,BE0003575
PF00362,Integrin_beta,BE0003575
PF08725,Integrin_b_cyt,BE0003575
PF07965,Integrin_B_tail,BE0003575
PF01839,FG-GAP,BE0003576
PF00357,Integrin_alpha,BE0003576
PF08441,Integrin_alpha2,BE0003576
PF00089,Trypsin,BE0001021
PF00024,PAN_1,BE0001021
PF07714,Pkinase_Tyr,BE0000205
PF00047,ig,BE0000205
PF07679,I-set,BE0000205
PF13895,Ig_2,BE0000205
PF07714,Pkinase_Tyr,BE0000852
PF07679,I-set,BE0000852
PF00207,A2M,BE0000910
PF07678,A2M_comp,BE0000910
PF01835,A2M_N,BE0000910
PF07703,A2M_N_2,BE0000910
PF07677,A2M_recep,BE0000910
PF10569,Thiol-ester_cl,BE0000910
PF00001,7tm_1,BE0000844
PF00220,Hormone_4,BE0000751
PF00184,Hormone_5,BE0000751
PF01839,FG-GAP,BE0000590
PF08441,Integrin_alpha2,BE0000590
PF03921,ICAM_N,BE0001085
PF00517,GP41,BE0000398
PF00523,Fusion_gly,BE0000686
PF00089,Trypsin,BE0002093
PF00084,Sushi,BE0002093
PF00431,CUB,BE0002093
PF00341,PDGF,BE0000163
PF14554,VEGF_C,BE0000163
PF00047,ig,BE0000107
PF07686,V-set,BE0000107
PF13895,Ig_2,BE0000107
PF00202,Aminotran_3,BE0000102
PF00282,Pyridoxal_deC,BE0000378
PF00291,PALP,BE0000323
PF00571,CBS,BE0000323
PF00266,Aminotran_5,BE0000392
PF00464,SHMT,BE0000331
PF00266,Aminotran_5,BE0000151
PF00155,Aminotran_1_2,BE0000529
PF00202,Aminotran_3,BE0000424
PF02784,Orn_Arg_deC_N,BE0000404
PF00278,Orn_DAP_Arg_deC,BE0000404
PF00155,Aminotran_1_2,BE0000727
PF00202,Aminotran_3,BE0000253
PF01243,Pyridox_oxidase,BE0000181
PF10590,PNPOx_C,BE0000181
PF00282,Pyridoxal_deC,BE0000778
PF00155,Aminotran_1_2,BE0000692
PF07706,TAT_ubiq,BE0000692
PF00155,Aminotran_1_2,BE0000273
PF00155,Aminotran_1_2,BE0000660
PF00282,Pyridoxal_deC,BE0000079
PF00282,Pyridoxal_deC,BE0000002
PF02784,Orn_Arg_deC_N,BE0000448
PF00278,Orn_DAP_Arg_deC,BE0000448
PF00291,PALP,BE0000164
PF00155,Aminotran_1_2,BE0000518
PF02347,GDC-P,BE0000618
PF01212,Beta_elim_lyase,BE0000618
PF00155,Aminotran_1_2,BE0000667
PF00266,Aminotran_5,BE0000603
PF00155,Aminotran_1_2,BE0000409
PF09029,Preseq_ALAS,BE0000409
PF00266,Aminotran_5,BE0000316
PF13344,Hydrolase_6,BE0000278
PF00155,Aminotran_1_2,BE0000441
PF01053,Cys_Met_Meta_PP,BE0000791
PF01063,Aminotran_4,BE0000517
PF01063,Aminotran_4,BE0000721
PF01168,Ala_racemase_N,BE0002149
PF00155,Aminotran_1_2,BE0000383
PF00343,Phosphorylase,BE0002150
PF00343,Phosphorylase,BE0000916
PF00282,Pyridoxal_deC,BE0002151
PF00155,Aminotran_1_2,BE0002152
PF00464,SHMT,BE0002154
PF00266,Aminotran_5,BE0002155
PF00343,Phosphorylase,BE0002156
PF00155,Aminotran_1_2,BE0002158
PF09029,Preseq_ALAS,BE0002158
PF00282,Pyridoxal_deC,BE0002159
PF00282,Pyridoxal_deC,BE0002160
PF00155,Aminotran_1_2,BE0002162
PF00282,Pyridoxal_deC,BE0002163
PF00266,Aminotran_5,BE0004605
PF07679,I-set,BE0004612
PF13855,LRR_8,BE0004612
PF00202,Aminotran_3,BE0002164
PF00282,Pyridoxal_deC,BE0002165
PF00464,SHMT,BE0000292
PF00155,Aminotran_1_2,BE0000898
PF09029,Preseq_ALAS,BE0000898
PF00155,Aminotran_1_2,BE0002166
PF00266,Aminotran_5,BE0002167
PF03473,MOSC,BE0002167
PF03476,MOSC_N,BE0002167
PF00291,PALP,BE0002168
PF00266,Aminotran_5,BE0002170
PF00291,PALP,BE0000388
PF05889,SepSecS,BE0002171
PF00155,Aminotran_1_2,BE0002172
PF00282,Pyridoxal_deC,BE0002173
PF00266,Aminotran_5,BE0002174
PF00809,Pterin_bind,BE0000734
PF02310,B12-binding,BE0000734
PF02607,B12-binding_2,BE0000734
PF02965,Met_synt_B12,BE0000734
PF02574,S-methyl_trans,BE0000734
PF02310,B12-binding,BE0000777
PF01642,MM_CoA_mutase,BE0000777
PF00667,FAD_binding_1,BE0000763
PF00258,Flavodoxin_1,BE0000763
PF00175,NAD_binding_1,BE0000763
PF03308,ArgK,BE0000320
PF16690,MMACHC,BE0002175
PF02219,MTHFR,BE0002176
PF00763,THF_DHG_CYH,BE0000617
PF02882,THF_DHG_CYH_C,BE0000617
PF01268,FTHFS,BE0000617
PF00763,THF_DHG_CYH,BE0000268
PF02882,THF_DHG_CYH_C,BE0000268
PF01571,GCV_T,BE0000010
PF08669,GCV_T_C,BE0000010
PF00171,Aldedh,BE0000933
PF00550,PP-binding,BE0000933
PF00551,Formyl_trans_N,BE0000933
PF02911,Formyl_trans_C,BE0000933
PF04961,FTCD_C,BE0000822
PF07837,FTCD_N,BE0000822
PF02971,FTCD,BE0000822
PF01808,AICARFT_IMPCHas,BE0001240
PF02142,MGS,BE0001240
PF00551,Formyl_trans_N,BE0002177
PF02911,Formyl_trans_C,BE0002177
PF03129,HGTP_anticodon,BE0000740
PF00458,WHEP-TRS,BE0000740
PF01490,Aa_trans,BE0000285
PF00221,Lyase_aromatic,BE0000086
PF08242,Methyltransf_12,BE0000372
PF01536,SAM_decarbox,BE0000101
PF02773,S-AdoMet_synt_C,BE0000304
PF02772,S-AdoMet_synt_M,BE0000304
PF00438,S-AdoMet_synt_N,BE0000304
PF02773,S-AdoMet_synt_C,BE0000407
PF02772,S-AdoMet_synt_M,BE0000407
PF00438,S-AdoMet_synt_N,BE0000407
PF01596,Methyltransf_3,BE0002089
PF01728,FtsJ,BE0008997
PF01585,G-patch,BE0008997
PF13847,Methyltransf_31,BE0005015
PF07690,MFS_1,BE0000449
PF07690,MFS_1,BE0000178
PF07690,MFS_1,BE0000386
PF00224,PK,BE0000046
PF02887,PK_C,BE0000046
PF07690,MFS_1,BE0000174
PF07690,MFS_1,BE0000440
PF02779,Transket_pyr,BE0000098
PF02780,Transketolase_C,BE0000098
PF00224,PK,BE0000088
PF02887,PK_C,BE0000088
PF07690,MFS_1,BE0000195
PF07690,MFS_1,BE0000361
PF07690,MFS_1,BE0000669
PF00364,Biotin_lipoyl,BE0000698
PF02785,Biotin_carb_C,BE0000698
PF00289,Biotin_carb_N,BE0000698
PF02786,CPSase_L_D2,BE0000698
PF00682,HMGL-like,BE0000698
PF02436,PYC_OADA,BE0000698
PF13520,AA_permease_2,BE0000789
PF01409,tRNA-synt_2d,BE0000038
PF01842,ACT,BE0000753
PF00351,Biopterin_H,BE0000753
PF03147,FDX-ACB,BE0000028
PF01409,tRNA-synt_2d,BE0000028
PF03483,B3_4,BE0000561
PF03484,B5,BE0000561
PF00351,Biopterin_H,BE0000614
PF12549,TOH_N,BE0000614
PF01039,Carboxyl_trans,BE0000544
PF03099,BPL_LplA_LipB,BE0000159
PF02237,BPL_C,BE0000159
PF09825,BPL_N,BE0000159
PF01039,Carboxyl_trans,BE0000072
PF00364,Biotin_lipoyl,BE0000702
PF01039,Carboxyl_trans,BE0000702
PF02785,Biotin_carb_C,BE0000702
PF00289,Biotin_carb_N,BE0000702
PF02786,CPSase_L_D2,BE0000702
PF08326,ACC_central,BE0000702
PF00364,Biotin_lipoyl,BE0000445
PF02785,Biotin_carb_C,BE0000445
PF00289,Biotin_carb_N,BE0000445
PF02786,CPSase_L_D2,BE0000445
PF00364,Biotin_lipoyl,BE0000492
PF02785,Biotin_carb_C,BE0000492
PF00289,Biotin_carb_N,BE0000492
PF02786,CPSase_L_D2,BE0000492
PF00364,Biotin_lipoyl,BE0000626
PF01039,Carboxyl_trans,BE0000626
PF02785,Biotin_carb_C,BE0000626
PF00289,Biotin_carb_N,BE0000626
PF02786,CPSase_L_D2,BE0000626
PF08326,ACC_central,BE0000626
PF01467,CTP_transf_like,BE0000494
PF00135,COesterase,BE0000426
PF08674,AChE_tetra,BE0000426
PF01467,CTP_transf_like,BE0000615
PF00787,PX,BE0002179
PF00614,PLDc,BE0002179
PF13091,PLDc_2,BE0002179
PF00135,COesterase,BE0002180
PF08674,AChE_tetra,BE0002180
PF00169,PH,BE0002181
PF00787,PX,BE0002181
PF00614,PLDc,BE0002181
PF13091,PLDc_2,BE0002181
PF06888,Put_Phosphatase,BE0002186
PF02931,Neur_chan_LBD,BE0002341
PF02932,Neur_chan_memb,BE0002341
PF13520,AA_permease_2,BE0000212
PF13906,AA_permease_C,BE0000212
PF13520,AA_permease_2,BE0000052
PF13906,AA_permease_C,BE0000052
PF13520,AA_permease_2,BE0000136
PF13906,AA_permease_C,BE0000136
PF13520,AA_permease_2,BE0000562
PF13906,AA_permease_C,BE0000562
PF00152,tRNA-synt_2,BE0000198
PF01336,tRNA_anti-codon,BE0000198
PF00667,FAD_binding_1,BE0000263
PF00258,Flavodoxin_1,BE0000263
PF00175,NAD_binding_1,BE0000263
PF02898,NO_synthase,BE0000263
PF00206,Lyase_1,BE0000520
PF14698,ASL_C2,BE0000520
PF00667,FAD_binding_1,BE0000005
PF00258,Flavodoxin_1,BE0000005
PF00175,NAD_binding_1,BE0000005
PF02898,NO_synthase,BE0000005
PF00491,Arginase,BE0000758
PF00764,Arginosuc_synth,BE0000671
PF00746,Gram_pos_anchor,BE0001361
PF02278,Lyase_8,BE0001361
PF02884,Lyase_8_C,BE0001361
PF08124,Lyase_8_N,BE0001361
PF01261,AP_endonuc_2,BE0001225
PF03171,2OG-FeII_Oxy,BE0002192
PF03171,2OG-FeII_Oxy,BE0002195
PF02668,TauD,BE0002197
PF06155,DUF971,BE0002197
PF03712,Cu2_monoox_C,BE0000138
PF01082,Cu2_monooxygen,BE0000138
PF03351,DOMON,BE0000138
PF03712,Cu2_monoox_C,BE0002200
PF01082,Cu2_monooxygen,BE0002200
PF01436,NHL,BE0002200
PF13640,2OG-FeII_Oxy_3,BE0002202
PF07719,TPR_2,BE0002206
PF13640,2OG-FeII_Oxy_3,BE0002206
PF13640,2OG-FeII_Oxy_3,BE0002208
PF03171,2OG-FeII_Oxy,BE0000060
PF08336,P4Ha_N,BE0000060
PF13640,2OG-FeII_Oxy_3,BE0002210
PF10637,Ofd1_CTDD,BE0002210
PF03171,2OG-FeII_Oxy,BE0002203
PF13532,2OG-FeII_Oxy_2,BE0002205
PF13532,2OG-FeII_Oxy_2,BE0002213
PF02373,JmjC,BE0002215
PF01388,ARID,BE0002215
PF00628,PHD,BE0002215
PF02375,JmjN,BE0002215
PF08429,PLU-1,BE0002215
PF02928,zf-C5HC2,BE0002215
PF03171,2OG-FeII_Oxy,BE0000087
PF02668,TauD,BE0002221
PF06155,DUF971,BE0002221
PF13640,2OG-FeII_Oxy_3,BE0002223
PF01753,zf-MYND,BE0002217
PF13640,2OG-FeII_Oxy_3,BE0002217
PF13640,2OG-FeII_Oxy_3,BE0002211
PF13640,2OG-FeII_Oxy_3,BE0002219
PF01564,Spermine_synth,BE0000964
PF01593,Amino_oxidase,BE0000566
PF00003,7tm_3,BE0000509
PF01094,ANF_receptor,BE0000509
PF07562,NCD3G,BE0000509
PF00001,7tm_1,BE0000172
PF00001,7tm_1,BE0000694
PF00074,RnaseA,BE0003317
PF00062,Lys,BE0003751
PF00153,Mito_carr,BE0000277
PF04952,AstE_AspA,BE0000187
PF00733,Asn_synthase,BE0000219
PF13537,GATase_7,BE0000219
PF07687,M20_dimer,BE0000481
PF01546,Peptidase_M20,BE0000481
PF00152,tRNA-synt_2,BE0000725
PF01336,tRNA_anti-codon,BE0000725
PF00153,Mito_carr,BE0000235
PF05279,Asp-B-Hydro_N,BE0000528
PF05118,Asp_Arg_Hydrox,BE0000528
PF13174,TPR_6,BE0000528
PF13181,TPR_8,BE0000528
PF00731,AIRC,BE0002225
PF01259,SAICAR_synt,BE0002225
PF00709,Adenylsucc_synt,BE0002228
PF00375,SDF,BE0001054
PF00764,Arginosuc_synth,BE0000788
PF00152,tRNA-synt_2,BE0002229
PF01336,tRNA_anti-codon,BE0002229
PF02938,GAD,BE0002229
PF01112,Asparaginase_2,BE0002230
PF00709,Adenylsucc_synt,BE0009692
PF00185,OTCace,BE0000306
PF02729,OTCace_N,BE0000306
PF00491,Arginase,BE0000286
PF02100,ODC_AZ,BE0000371
PF00153,Mito_carr,BE0000258
PF00153,Mito_carr,BE0000201
PF02274,Amidinotransf,BE0000347
PF00117,GATase,BE0000874
PF06418,CTP_synth_N,BE0000874
PF00156,Pribosyltran,BE0000374
PF00120,Gln-synt_C,BE0002240
PF03951,Gln-synt_N,BE0002240
PF00170,bZIP_1,BE0000958
PF02173,pKID,BE0000958
PF00233,PDEase_I,BE0000487
PF04739,AMPKBI,BE0000254
PF16561,AMPK1_CBM,BE0000254
PF01230,HIT,BE0001473
PF00233,PDEase_I,BE0001287
PF00501,AMP-binding,BE0000350
PF16177,ACAS_N,BE0000350
PF13193,AMP-binding_C,BE0000350
PF00069,Pkinase,BE0000677
PF16579,AdenylateSensor,BE0000677
PF00211,Guanylate_cyc,BE0000269
PF16214,AC_N,BE0000269
PF00501,AMP-binding,BE0000639
PF00316,FBPase,BE0002431
PF00294,PfkB,BE0003540
PF00069,Pkinase,BE0004907
PF16579,AdenylateSensor,BE0004907
PF00173,Cyt-b5,BE0000888
PF00487,FA_desaturase,BE0000888
PF00173,Cyt-b5,BE0002246
PF00487,FA_desaturase,BE0002246
PF03160,Calx-beta,BE0000986
PF01699,Na_Ca_ex,BE0000986
PF16494,Na_Ca_ex_C,BE0000986
PF00520,Ion_trans,BE0001023
PF12796,Ank_2,BE0001023
PF00104,Hormone_recep,BE0000071
PF00105,zf-C4,BE0000071
PF00104,Hormone_recep,BE0001777
PF00105,zf-C4,BE0001777
PF00104,Hormone_recep,BE0001007
PF00105,zf-C4,BE0001007
PF00104,Hormone_recep,BE0000215
PF00105,zf-C4,BE0000215
PF12577,PPARgamma_N,BE0000215
PF00104,Hormone_recep,BE0000412
PF00105,zf-C4,BE0000412
PF11825,Nuc_recep-AF1,BE0000412
PF01151,ELO,BE0009936
PF01151,ELO,BE0009375
PF02403,Seryl_tRNA_N,BE0000063
PF00587,tRNA-synt_2b,BE0000063
PF00557,Peptidase_M24,BE0001534
PF02574,S-methyl_trans,BE0000845
PF02574,S-methyl_trans,BE0002249
PF00579,tRNA-synt_1b,BE0000363
PF00579,tRNA-synt_1b,BE0000230
PF01588,tRNA_bind,BE0000230
PF00104,Hormone_recep,BE0000779
PF00105,zf-C4,BE0000779
PF00046,Homeodomain,BE0008987
PF13520,AA_permease_2,BE0000030
PF04193,PQ-loop,BE0000035
PF00001,7tm_1,BE0002258
PF00171,Aldedh,BE0000152
PF01687,Flavokinase,BE0000370
PF00677,Lum_binding,BE0003327
PF13460,NAD_binding_10,BE0000595
PF02709,Glyco_transf_7C,BE0000259
PF13733,Glyco_transf_7N,BE0000259
PF02709,Glyco_transf_7C,BE0002263
PF13733,Glyco_transf_7N,BE0002263
PF01869,BcrAD_BadFG,BE0002265
PF09992,DUF2233,BE0002266
PF05089,NAGLU,BE0000391
PF12972,NAGLU_C,BE0000391
PF12971,NAGLU_N,BE0000391
PF07221,GlcNAc_2-epim,BE0000109
PF00003,7tm_3,BE0000824
PF01094,ANF_receptor,BE0000824
PF07562,NCD3G,BE0000824
PF10606,GluR_Homer-bdg,BE0000824
PF00003,7tm_3,BE0000833
PF01094,ANF_receptor,BE0000833
PF07562,NCD3G,BE0000833
PF01094,ANF_receptor,BE0000827
PF00060,Lig_chan,BE0000827
PF10613,Lig_chan-Glu_bd,BE0000827
PF01094,ANF_receptor,BE0000828
PF00060,Lig_chan,BE0000828
PF10613,Lig_chan-Glu_bd,BE0000828
PF00003,7tm_3,BE0000834
PF01094,ANF_receptor,BE0000834
PF07562,NCD3G,BE0000834
PF00003,7tm_3,BE0000835
PF01094,ANF_receptor,BE0000835
PF07562,NCD3G,BE0000835
PF00375,SDF,BE0002267
PF05378,Hydant_A_N,BE0002268
PF01968,Hydantoinase_A,BE0002268
PF02538,Hydantoinase_B,BE0002268
PF02769,AIRS_C,BE0002235
PF01094,ANF_receptor,BE0000396
PF00060,Lig_chan,BE0000396
PF10613,Lig_chan-Glu_bd,BE0000396
